id,x_topo,y_topo
W2006929154,8.087026,-4.2637224
W2161385148,0.30929485,5.62813
W2095244087,8.220664,-4.1331863
W3147816945,8.089279,-4.3013315
W2016152696,3.2039192,1.179493
W2167551756,20.25339,0.7958296
W2081508678,4.132915,-1.7675029
W3145311131,10.387335,-0.6527442
W2113077904,-7.8398395,13.824778
W1964674052,-0.005476179,3.9656038
W1513631913,-7.825764,13.811646
W4244354616,2.82653,4.7391725
W88539613,-7.8286667,13.815269
W4244279015,4.113853,-1.7319448
W4229987490,-7.807639,13.793392
W98251281,3.118015,1.4617432
W6600045295,-1.7711018,6.833332
W1096448,-1.7695723,6.831518
W4252643390,1.6233702,2.841862
W4253492886,11.695965,6.4400005
W2139762693,-0.009686563,4.8926473
W4246044759,-5.3710747,10.1150875
W2004471745,-5.372057,10.11672
W1992700299,-5.372673,10.114487
W1970915373,-5.372192,10.116753
W2156343066,2.16203,0.68328804
W2505836394,-5.3717937,10.115632
W4239607958,1.8710644,1.3504103
W1990224088,9.572695,5.7746763
W4229863912,3.021342,3.2726002
W2046250219,1.7415636,3.3705168
W1600329259,2.2655761,2.3717864
W2159144288,-7.618221,-2.8059556
W2066758424,15.1574955,16.375744
W2331804552,15.137702,16.350908
W2046001409,15.14561,16.36413
W2071592299,15.130434,16.345064
W2294034237,4.7485647,3.90682
W2079257256,1.4910027,1.8023812
W2034694694,2.1354082,0.6847635
W2157254270,0.7833076,3.4563394
W2083909211,0.6588858,3.4990282
W4242926086,3.0413632,0.51903766
W2109532549,3.166095,1.5046381
W2085836993,3.088731,0.31043157
W2313053919,3.1172202,1.5078355
W1607904336,3.2177181,1.6045235
W1590241584,3.1921241,1.5542974
W4245759640,3.2221875,1.600441
W1979585884,3.2135653,1.6021779
W2114975239,2.7717423,0.68647337
W2042893229,3.0128622,1.0822506
W2042965328,3.171815,1.2321311
W2080321791,3.3231242,2.1622388
W2100350068,2.6040652,0.07391681
W2007334765,3.033419,2.6889067
W1992675851,3.1731427,1.2310927
W2050203376,3.0711696,1.2907753
W4230767085,2.0694985,5.989346
W2042370929,10.338103,-0.5853036
W2162317408,15.129914,16.349213
W1998139877,15.193501,16.408491
W1971143006,15.112528,16.321962
W1974326986,15.143401,16.364721
W1967762061,15.170637,16.385618
W4246755249,-0.38303,5.806307
W4245891287,2.1269145,0.7023176
W2089254858,10.739707,20.005413
W2049633016,-0.20453547,5.046834
W2086050593,2.161409,0.6409549
W2128629242,5.4260807,15.929102
W2013073142,1.8391551,1.2376964
W1987625199,4.826665,-4.913145
W4243941650,10.722366,19.971317
W2046041265,10.716069,19.970829
