id,x_topo,y_topo
W2066651136,14.143576,9.427199
W2150206717,1.7150921,3.4735293
W6677145740,-9.478576,-3.216511
W1974737330,2.318665,2.991289
W1992346463,17.43915,14.601519
W2158700725,6.320298,21.14409
W6750008359,6.3092012,21.151815
W2794662999,6.307253,21.15309
W2123429480,6.3262014,21.139471
W2056463701,6.30912,21.152905
W2007926133,11.281403,-6.0298767
W6696095240,0.59211916,3.3658264
W1982178625,19.22076,14.187032
W1509756396,6.9999285,-12.102876
W2108755093,0.6909909,4.022533
W2035723541,0.5337038,3.7518713
W6717055763,5.4626412,-3.5101411
W2018442257,5.2727103,-3.2373705
W2013556268,5.4562006,-3.4849389
W2175163770,5.5879455,8.409939
W4252786056,5.4306564,-3.5298831
W4210445276,5.385489,-3.468442
W4233370650,2.0589268,5.904575
W2114237164,4.501639,5.2407966
W3121957838,5.201383,-3.4341207
W2021167140,1.7014166,5.548245
W2419333644,5.2573905,-3.5520742
W1551268746,1.2222162,17.782364
W1967299324,-7.617959,-2.8022974
W2102052780,15.156642,16.37344
W2132863259,15.122691,16.334307
W2019557011,7.7242284,21.041168
W6639947459,1.029086,2.1220639
W6680959094,5.793709,13.119399
W6684520038,-3.5561607,16.426182
W4248900818,5.77775,12.988509
W6678717072,5.85817,12.763128
W2168525657,5.8019266,12.757426
W6630345634,4.1787095,1.4044764
W2021129827,15.343199,10.752668
W2109141141,5.548326,13.025245
W2154267801,6.0328913,12.763816
W2114818341,5.11787,4.3793387
W2072969249,13.02198,16.498293
W2167676789,-3.5558414,16.427889
W2140109143,-9.901007,7.0816636
W2042219196,4.111096,12.333679
W2125760244,5.8167324,13.013726
W1983362611,4.250756,5.5514555
W1985809919,-1.889567,-0.9772573
W2171347282,-1.9198169,-0.9922422
W2012352340,-1.806321,-0.8526757
W2511353375,-1.9451417,-1.0064837
W2164338948,-1.793725,-0.90790606
W2027077102,-1.95582,-1.0217977
W2146820706,11.571743,9.776928
W121371952,-1.8621217,-0.98965305
W3033414884,8.611988,16.75571
W4237546126,-1.8886358,-0.9923807
W2135346934,2.141924,4.684058
W1761337995,-1.7979009,-1.0049948
W2973651390,-0.47110936,9.378956
W2171033594,0.86775774,4.7501125
W2319660501,0.5501756,5.680982
W2112499754,4.416967,4.4498825
W2011916283,15.6001215,5.0801005
W2119451549,15.6739855,5.149005
W2001805608,15.647498,5.119593
W6608384768,15.63731,5.118494
W2051726936,15.647994,5.139731
W2022989436,15.613468,5.1014123
W1995252240,15.701587,5.1841044
W2192626033,15.692326,5.197473
W2149773754,15.612972,5.0922427
W4319590830,15.685827,5.1658998
W2042452585,15.682709,5.168564
W2089221493,15.632616,5.109835
W204788465,15.614152,5.0958996
W2019870870,2.7059793,18.972376
W6664898784,-4.596492,7.376886
W2057615322,-0.1124786,3.9032376
W1538724667,-2.7610261,12.548241
W6638647483,-2.9974043,12.664609
W2123509976,-3.80582,4.2480807
W6632509311,-5.780394,7.000751
W2146156581,-2.6942437,12.527711
W1527722524,-2.5217285,12.395022
W6631104928,-2.7906024,12.347331
W2065699343,-2.919043,12.529519
W2149688458,-2.7113001,12.698363
W1995089183,-2.5256994,12.552964
W2163509192,19.355808,9.105809
W2078892529,-2.531552,12.467116
W2422653476,-3.011063,12.52307
W219924351,-2.5219686,12.524031
W6632857427,-2.6682284,12.539999
W2115043726,12.380493,7.0901275
W2079789924,-10.441195,8.962142
W2151793713,12.9461775,12.1144
W2149055390,-2.6431382,12.627907
W1604143889,-2.8393612,12.269164
W2087194317,-3.013018,15.091953
W1843075425,-2.5384467,12.401625
W2020027918,-2.7220364,12.317082
W2161457923,-2.53457,12.798766
W2159277216,-2.6596067,12.351891
W1516535719,-2.6564147,12.44347
W2795859997,-6.99001,-1.973597
W249159571,-2.4435413,12.592982
W140777655,2.1196375,15.543201
W1552762231,-2.7082608,12.544165
W2086541472,-4.579814,-9.123377
W2162430306,-8.249232,-1.2002729
W1986725403,4.5234394,5.3148065
W6682449736,-2.2630405,-6.838725
W2134687635,13.305302,13.822713
W2126854223,-2.255753,-6.704575
W1996430422,17.193806,1.9083439
W6680351112,4.137366,1.4401453
W6636392717,-2.1198304,-6.631762
W6603453264,-9.899576,7.07289
W1573641422,0.725694,19.127579
W2081375810,-0.24921289,16.372494
W2011450768,3.3532007,20.371033
W2160660844,-1.6349827,5.877359
W4251539777,0.7257524,19.128084
W84889933,4.353402,2.6725585
W2136146549,4.171036,1.4060463
W1964654922,0.7255054,19.127764
W2154970197,3.3565202,20.368046
W2951562155,-2.1547127,-6.75538
W1623072288,5.6973886,19.420753
W2026870040,2.7053,18.972036
W6637837875,-0.11641922,3.9072607
W1755160065,-0.11897649,3.9133887
W2056747920,4.659555,4.5998383
W6742297196,14.008551,5.176752
W2127976964,1.4341847,4.6723576
W2143572175,9.113474,18.638388
W2739755636,12.606056,-4.248205
W133946851,9.006861,18.619795
W2115035636,2.7199779,2.6811557
W2080306828,0.8337424,4.425323
W153608777,7.0050526,-12.135548
W2075637845,7.0053434,-12.128574
W2626967164,-0.4292267,5.8110256
W6667338850,-6.355855,8.329654
W2178262931,-3.3238034,1.9709324
W2100060516,2.8904994,1.6984389
W7075696278,-3.3300207,2.159596
W6631892860,2.876154,-1.2496972
W3046579346,-4.5213017,0.6316009
W1534989205,5.254023,8.82807
W1502938161,2.3311322,4.9063125
W1586442777,1.8822403,5.7349024
W2125227611,3.8053646,5.6997824
W2160583131,2.5979912,3.2245858
W6647830534,17.913412,13.448312
W6604881976,2.7861423,-6.321872
W3146558705,15.0471,6.6211786
W2101431901,2.3151293,-6.337046
W1569144507,2.2952082,-6.270974
W2107883327,2.508473,-6.4020987
W4385130642,2.305215,-6.3930097
W2169816546,3.9632456,5.0190325
W1592740644,2.6205416,-6.473365
W1606621385,2.6390934,-6.5480623
W1983572666,2.63724,-6.5213475
W1990742245,17.912367,13.447942
W1578415644,2.5987105,-6.3930573
W28870424,2.4543781,-6.5326896
W119165971,2.5440967,-6.5567865
W6601471516,20.27982,7.705072
W2100396541,1.3103454,6.142967
W2030072100,20.375439,7.6922336
W2041633421,0.8433078,3.2986236
W3151148158,0.98491967,6.3881063
W2106330775,7.274008,17.678612
W2086424478,20.170664,7.566167
W137753049,1.4392827,4.7134705
W34740236,20.320372,7.7190413
W4300031241,-6.6913567,13.419018
W1487602974,4.0657744,4.9990335
W2073497058,-5.653698,11.362143
W2142749416,-5.570599,11.373212
W2097529842,-5.430882,11.585233
W2151017710,-5.6708503,11.334029
W2164075646,-5.5437555,11.468533
W1971132461,3.5239573,5.0938315
W2127226151,-5.5590367,11.463003
W2040349218,-5.7093654,11.301516
W2136651963,-5.54002,11.473438
W2120414630,-5.7148666,11.294451
W1966822396,-5.696538,11.311265
W2160969485,-5.5274005,11.489272
W2045823794,-6.850629,5.819148
W2113367658,-6.95981,5.9073386
W4245668478,0.37152869,10.958128
W21435764,-6.8843403,5.692
W267284105,-6.8350244,5.8033447
W4237581886,1.030415,4.926389
W2110893883,11.76905,17.04867
W2005516796,-7.070422,5.7644453
W2004389619,0.2437612,13.736416
W2146345875,12.232283,-3.857721
W4234385362,-7.1448064,5.610704
W1608194207,-7.0213675,5.5010185
W3022712419,3.9165218,9.152621
W2009570821,-6.962127,5.866135
W2133649345,0.86061054,2.8444428
W2100059185,3.2863712,3.8528078
W6629869567,1.0453058,16.73598
W6959679961,0.6609153,14.990158
W2078389955,-7.0707045,5.5497584
W2150375547,-6.919535,5.8485065
W1533119972,-6.8557405,5.678776
W2040195604,11.871678,-2.1219022
W2101284766,0.30439213,10.876852
W3144020896,4.568653,4.692949
W3141545746,11.723629,6.9863706
W2067172306,4.224497,21.05776
W2142579428,-6.9313827,5.7630057
W6675196106,-6.794372,5.696878
W2128547437,-7.1227674,5.828367
W1543271286,9.69365,-5.4952273
W2101284865,3.5604239,4.698863
W2101579010,4.393447,4.332663
W2141710471,-2.0471404,16.0791
W6680271166,-4.907581,13.523593
W1990041608,0.7416147,19.102804
W6630866687,5.4260592,15.930398
W2079610125,16.850569,0.80312985
W2135645849,6.085534,12.851265
W6606061882,5.987515,12.948653
W2402189245,-7.5341244,0.12104648
W2024082361,-0.31134787,10.089777
W1599511619,0.8609534,18.940918
W2105837702,3.3351724,4.9192085
W2164429073,4.0075207,5.5937343
W6723177096,-0.09682579,4.849219
W6680325728,5.6953487,12.932044
W2496366957,-2.1166167,10.019774
W3139654456,0.9716005,3.7075193
W147981836,0.86050004,18.940893
W2135962591,0.6947849,7.0012403
W2133850057,-0.29888347,-0.17421328
W2166227150,14.174276,-5.065778
W1519267917,4.7077127,-7.3596063
W1981844974,10.930935,-3.5021234
W2104387755,1.6744859,5.494409
W1550313323,1.7637193,5.6604576
W4248431858,3.7924998,8.982106
W266716723,6.3566184,-4.8126717
W1487235154,3.0031826,3.9982374
W2322867406,2.7442431,1.5609978
W2148987114,3.5695705,2.2170715
W4234490618,-1.791417,6.028111
W2036257153,0.7212561,5.424475
W1971896785,-7.1585636,5.729407
W2080926359,13.461092,5.086412
W2078492619,-6.9484844,5.5606217
W4230091925,-7.0876036,5.7151732
W2100609577,0.8500203,2.4348083
W6636308134,-7.0167594,5.5242753
W1605964652,-6.8633027,5.806301
W1586683899,-7.109334,5.686579
W2170978802,-7.169455,5.681772
W2102389916,5.209307,5.3855305
W2147246240,-7.1431966,5.8656745
W2103991913,-8.266601,-6.1449604
W2151987618,-7.1243715,5.686215
W2045513878,1.5728785,-7.6485395
W2064254707,-7.0746765,5.861099
W2150926065,0.8654152,2.7514026
W2125961643,1.8110223,4.038956
W1515517258,4.112063,4.6366014
W2163680879,-6.925165,5.6105275
W1993284672,-6.9360743,5.491321
W1499829666,-2.3096812,6.78136
W1529999512,-0.66487545,-8.266067
W2017333347,5.4553094,-3.4658546
W2022840497,5.445453,-3.2374268
W2145780274,5.3177447,-3.306704
W3120421331,7.98382,5.168516
W1511676561,5.4997244,-3.3226109
W2126326837,5.451043,-3.5558584
W2164620969,2.8516395,8.674822
W1601717103,5.3297396,-3.554398
W2294931847,8.3730755,-5.726386
W2102798042,15.388488,-5.6456246
W2107434887,5.409244,-3.3979228
W6677259476,5.078385,-3.5809252
W6680128499,5.2772756,-3.68468
W1986349338,3.921892,9.183374
W1583199503,5.242783,-3.2443767
W2158018156,5.1717443,-3.7055337
W6675086664,5.406363,-3.6550932
W4236626993,5.44083,-3.3144982
W2123847770,5.569191,-3.3806977
W2122763686,5.1831017,-3.326418
W2168635901,8.374184,-5.7254558
W2097898123,5.17893,-3.4176753
W2060502770,8.371568,-5.725035
W2151821886,5.375128,-3.3668425
W4300418641,5.388146,-3.3241591
W598210760,5.4096475,-3.3223696
W2135127217,5.4970503,-3.6867807
W2144473140,5.4219775,-3.5323808
W2098770944,5.4242277,-3.5146108
W2115939129,5.490037,-3.663258
W2153635508,0.6536631,3.54611
W1990044052,-6.8927116,5.8255224
W2168103112,-7.0698156,5.7402854
W2144750001,2.9178073,-2.3564875
W2149175354,-0.9336534,5.3263683
W2045007904,3.6580055,1.4822603
W6614676750,-7.0748487,5.5148387
W4231665431,-7.143357,5.773693
W2003690406,-6.9364595,5.769869
W3083538725,-6.9530244,5.8695173
W1612003148,-6.7251716,5.840381
W1579271636,-8.722221,3.6880946
W1999935624,-6.9154277,5.49865
W2799061466,0.5502309,3.2878413
W4210896998,-7.1234236,5.67892
W1530453821,-6.8162355,5.783386
W3022413497,11.409953,-4.8740354
W2006558426,-0.61909366,1.051413
W2136347018,-0.7371542,0.83413327
W2138222131,-0.67069674,0.8300789
W1965499304,-7.160488,12.921666
W2009528260,-0.4734019,1.2133985
W2110785142,-0.3799524,0.9598969
W2030343335,-0.58114,1.1355768
W2139839146,3.423058,-1.8751805
W2114088565,-0.5613053,0.7919491
W2588936968,-0.33567914,0.8973141
W2070232376,-0.7842563,15.870369
W2004951603,1.2069051,16.743279
W2296620233,-3.9234915,16.753588
W4242249840,-0.36679864,0.8799445
W2024088208,-0.5007777,0.7045084
W3013174119,-1.6767477,6.174317
W2089458547,2.2260761,4.8240733
W2015953751,13.719615,15.3962755
W2040956707,-0.6794905,0.7137344
W2151936673,14.932326,6.742663
W2139818818,-0.42061368,0.77810365
W2067344376,-0.5274635,0.73569584
W2069407360,-0.40845922,4.5480757
W1990040210,-3.924668,16.75374
W2048239755,-0.7900181,0.859861
W26087231,-0.3784626,0.79648197
W1641881534,-0.5695823,1.0549898
W2317989218,-0.53097475,0.94835085
W2048122516,6.7354007,-1.57364
W6643357420,8.196281,15.052748
W6677567112,21.278429,1.4103545
W4247799760,6.7770276,16.099722
W6629718585,8.412519,15.176716
W6629374121,7.077321,16.589071
W6640427325,0.24291885,13.736256
W2623995625,8.246474,15.355389
W1589293010,8.385998,15.1691265
W2912062511,0.54278785,5.774357
W1492194740,11.899678,-2.1063516
W4255775921,0.6385787,3.8000262
W1593987667,8.514705,15.102802
W2108715885,8.369781,14.973366
W2097546690,4.761138,5.404957
W2124940469,-6.7973075,5.847116
W2129501942,-6.907063,5.4602027
W2058513856,-6.347559,8.343382
W2106507796,-7.190036,5.7297473
W2123060905,13.007649,4.1111274
W2109608629,0.00226921,5.525782
W2143129697,-6.9205604,5.4770565
W2010502047,-6.827113,5.7763524
W2139778625,-7.0390124,5.719664
W2105324766,3.2392533,2.4799554
W2798009094,-7.13037,5.7897215
W2126056608,3.470296,4.484607
W2049802678,4.44271,4.4062614
W6640482200,12.902943,-6.412032
W2105882944,12.933569,-6.3353076
W6674135138,12.964506,-6.2946463
W2005968955,12.965002,-6.3041816
W2096800101,12.932221,-6.3289504
W2037781752,-0.20070322,16.410496
W1779887500,-5.641697,11.3680525
W2167734136,-5.732836,11.275303
W2084097519,6.775287,16.093721
W6631137362,-5.610677,11.398556
W2148766288,0.87929934,4.8134046
W2126159636,-5.8934007,-5.7190633
W6628084167,-5.5608206,11.456334
W2141837194,10.789758,0.17949045
W1985729153,-1.9528669,6.9585814
W1519608476,-5.6171107,11.431777
W2150381130,-5.5482025,11.456932
W1216721010,-5.5459065,11.467953
W1977496278,0.8657528,3.3444765
W6628750762,5.0762796,19.27927
W2098996270,1.2217696,3.3361347
W1975449922,5.819068,-5.0557003
W2046079134,-7.0773473,4.4853187
W4236706032,7.3678064,-3.3387864
W1484413656,5.076384,19.28053
W2113952909,0.9683714,16.741228
W2151514706,2.9030135,2.430205
W2132773990,4.057168,5.1284266
W2137092817,2.613859,1.1810521
W6637343587,0.6764514,15.000664
W15394536,3.2326326,2.1470644
W1572663059,4.0042667,3.3211458
W1672890097,0.58387303,14.94601
W6601668821,1.8929993,3.1203918
W2068737686,4.1514196,12.435315
W2131172024,7.7726984,-10.192632
W6632156859,7.840879,-10.125157
W7030518638,7.852068,-10.11562
W2167072947,13.278326,5.285618
W1603831708,7.8156586,-10.153991
W72151562,7.8665094,-10.099348
W1604638557,4.1834393,1.3547443
W2978711929,7.856679,-10.108529
W1536734652,7.7905955,-10.17567
W2112118427,9.532365,13.37623
W2027448315,4.041896,12.117781
W1972770418,15.442677,15.253208
W2107282968,5.8891554,-6.807613
W2164085656,12.718642,3.9682784
W2126060886,5.7840643,-6.9206676
W2114592519,15.445144,15.256768
W1529607257,5.8380456,-6.8814173
W1551225669,-9.741065,7.2925367
W2088015737,-1.4478589,5.609115
W4250353145,2.5900855,17.855968
W2294340484,1.5841948,3.7211998
W1971530845,2.6245778,17.82246
W2071667608,11.73177,6.912022
W2300567117,2.5669577,17.880096
W2163939444,11.39672,1.8539556
W2171955640,11.437005,1.798445
W6684269450,1.3319211,6.1164656
W6639380274,11.179326,1.8953023
W2120514094,11.401861,1.6678905
W2152037610,1.1600798,-4.4127083
W645369663,11.398912,1.8292513
W2624987520,8.507553,16.743902
W2913454030,11.205004,1.7922608
W1885135748,11.428304,1.6599689
W2116606534,11.983667,14.411543
W2120585152,11.834618,14.468327
W2170974034,11.763355,14.240172
W4235160186,12.049298,14.384745
W6725817285,16.939775,-1.8627266
W2050280217,11.745263,14.316716
W6683004280,11.673942,14.012986
W6631050256,11.771477,14.421545
W6661372647,11.569591,14.238913
W2102693936,11.744562,14.329776
W3006664937,12.025402,14.219222
W1573356315,11.892311,14.15504
W4245683797,11.732259,14.136191
W4231313195,12.055465,14.174292
W2085391968,-0.8963813,7.5900974
W2083434792,0.12744184,5.6751676
W2001995068,11.95022,14.389317
W1964478843,11.783242,14.1378145
W2169007882,11.895304,14.395549
W1519678561,11.80463,14.395548
W2117001435,11.562972,14.392813
W2120393596,-0.74555653,15.914032
W2512200911,16.941547,-1.8616265
W2045666897,11.553938,14.447116
W2274724885,11.660847,14.00734
W2043698302,11.922895,14.36815
W2064529770,6.717318,15.994371
W2798229299,-0.12516783,-8.58787
W2137120870,4.1956286,5.0894322
W2107494622,-2.0335448,16.087782
W6601896932,11.9358835,18.14722
W2128179791,12.856412,-0.41031685
W6607412946,9.84491,16.00599
W4246814204,6.4491386,-4.8166246
W2155987906,4.083922,5.3483944
W2131821409,-8.852533,6.708981
W2089163241,1.7981278,4.0387087
W6681520418,7.1471624,16.690527
W6682966173,-0.94322294,5.559579
W4252960022,3.0436223,13.181308
W2142475346,1.3088341,6.1395183
W2158080970,14.420519,9.289578
W2008879500,3.6003368,-8.504566
W2075724496,5.012792,9.146446
W2083841057,4.2911024,4.7732606
W2154563539,17.927526,1.3337216
W6611142811,-5.587321,11.428192
W2157825025,4.1149178,5.129006
W2032334361,3.8750353,1.6336428
W1968123715,14.982251,6.7009296
W327016244,13.889962,1.0736408
W3103199319,3.6000488,-8.505374
W2129449371,3.500285,4.6961956
W1987522255,1.8575265,5.426332
W2087568219,8.4193325,15.207354
W2052475076,8.466538,15.101774
W6609398350,8.025198,15.080469
W1981685507,8.215105,14.900987
W2131682312,4.042912,4.737529
W4245436919,18.092838,7.430136
W250094256,8.214762,15.177877
W1492131973,1.1472785,16.744019
W2169366593,5.013522,6.801359
W2117120012,6.495976,13.893195
W1978051109,0.60377556,3.3796768
W2100333141,-0.70760953,0.76094216
W2039001182,-9.044288,12.087053
W2167965847,17.174566,1.9274356
W2144968430,14.421745,9.288341
W2148447326,-0.34805194,0.861585
W2107034998,0.68069607,3.6077082
W1518205410,-0.4562527,1.0286784
W2077810649,13.0437355,4.1820073
W6765478636,2.4422007,14.856162
W74578451,-0.31480572,0.9160186
W2477045235,-0.5324403,1.0314962
W2955101007,-0.4180802,1.0404111
W1520449809,-0.45965818,0.94593394
W2999282340,-0.6821888,0.8214651
W4300553347,-0.5413566,1.123778
W153992514,-0.703218,0.6801712
W2914844712,-0.5815352,0.83907187
W166532948,-0.6874177,1.2000952
W4241850560,10.192382,11.150905
W332110335,-0.6422285,0.70179605
W2589925071,8.408956,21.090979
W2963010913,17.175013,1.926969
W2124009048,0.6748952,3.0690362
W1575645407,-0.51674575,0.7404067
W2129147756,15.660426,12.196731
W6686251939,13.082834,-0.33639327
W6683344699,12.753828,-0.5719163
W2116097744,4.6837,-6.0643077
W1982995374,12.859806,-0.44282255
W2030890540,12.78313,-0.72390825
W2132924891,7.2548447,-6.6890483
W1963996086,13.830075,9.459837
W2127446784,12.735459,-0.699611
W6678423601,12.933767,-0.6695663
W110643674,12.912499,-0.40019295
W2115777528,12.9043,-0.37982488
W4251446432,12.745237,-0.56884986
W1560399303,12.647166,-0.41473547
W150095201,-5.7638803,-7.8429174
W1972454228,12.709435,-0.42472774
W2073125287,12.794763,-0.27170745
W2032539947,12.95844,-0.42897344
W2096063196,12.842574,-0.42260408
W2091628191,12.8432255,-0.69237185
W1929954474,12.756175,-0.5355326
W2119300618,12.838964,-0.43374953
W1768658168,12.803395,-0.67632884
W6630876170,12.911913,-0.44289505
W6629433485,12.860113,-0.3343357
W1547201489,12.945539,-0.4481445
W2074665905,-1.1391675,2.735229
W1493741826,12.902932,-0.45753312
W1517214444,12.856966,-0.3786784
W2181591217,12.719124,-0.6931567
W2122993377,12.745593,-0.5701624
W2156837926,13.041494,-0.52887625
W1595507819,12.968347,-0.6918185
W1975273460,-3.56606,13.96736
W2125144359,12.891607,-0.62483305
W4244400085,6.479041,19.714676
W2032309817,1.525023,4.5519457
W2019952782,14.685444,-3.8218272
W4205682243,7.18594,-2.3795052
W6604704039,14.603007,-3.296671
W6698081400,14.840136,-3.8015885
W2077847232,14.5849695,-3.5064838
W1989069336,12.114294,17.489449
W2074455707,6.478977,19.71468
W2108157916,-5.7643704,-1.891409
W2030236404,1.5636841,5.3078647
W3139059822,5.9659233,15.218919
W2106439303,5.9663877,15.218923
W115577121,5.7990565,2.718888
W148958015,15.0114155,-3.6055307
W2303070049,6.4791994,19.714733
W3554109,14.566551,-3.4120524
W1484341170,7.0904517,16.609379
W2099306854,4.935236,5.48602
W2011305818,11.573217,9.774541
W6605759512,-7.186044,5.6695805
W6655248911,-6.8257174,5.7313256
W1532229929,-6.9726276,5.5126204
W1859919520,-6.9289412,5.556762
W6630831740,-6.8958116,5.757911
W2014365873,12.232177,-3.8580213
W1984008344,0.4272722,-7.885838
W2048700136,-9.799869,7.2503715
W4230289546,-7.1199765,5.768194
W4245072421,-7.1149693,5.8212776
W2010314815,-6.940031,5.8599844
W1970257881,-6.8832927,5.5039325
W1582420000,-6.9582877,5.5572248
W1521358531,4.745764,3.9064724
W2018802931,12.232339,-3.8581982
W141182165,-7.075908,5.582077
W2099000434,-7.1339545,5.6233783
W1479726876,4.056135,4.6331835
W115809921,-7.036601,5.571977
W2169175194,-7.0382533,5.5885043
W2163576504,5.9450684,5.0281754
W4255318870,-4.3650937,9.248779
W4233530778,-4.5590334,8.962907
W2003055620,-4.4290094,9.15149
W2153642398,-4.3927975,9.181518
W2140907607,-4.362026,9.340379
W1989702938,-4.429104,9.201471
W2116282804,6.7098827,-1.9263924
W2110764733,17.036724,11.778469
W2111624979,4.7862477,-4.97745
W2099189507,-1.4377339,7.759953
W2112846129,-4.4984612,9.182938
W157296625,-4.3657784,9.09466
W6631071653,-4.608802,9.011152
W2062689533,-4.6640854,8.986422
W1504297089,-4.593822,8.972718
W2100359012,-4.3415265,9.314008
W1572858945,-4.4309163,9.221749
W2064589598,-4.446167,9.228183
W1880582057,-4.3886247,9.220087
W2159536175,-6.6967206,13.42077
W2396903734,-4.6384587,9.084189
W1523121116,-4.6305833,9.053488
W1503729935,-3.9187465,-7.3124056
W2081517917,4.5907073,6.2515206
W6678846277,11.152127,1.8941697
W2137166993,12.404755,4.014635
W6792165115,11.113969,1.6350669
W2076533762,11.261338,1.695236
W6679076749,-6.3562527,8.330226
W2950146322,11.320719,1.6548924
W2129936978,11.151061,1.699893
W4211211006,11.336493,1.6420556
W2136231993,10.244157,12.877369
W2090813263,11.25606,1.728595
W2052710775,11.301893,1.948856
W1966817503,11.075196,1.8745841
W2163820799,15.331199,-5.554934
W1538344646,11.140065,1.933789
W3136625583,11.110064,1.9117533
W2913058744,11.306406,1.6533473
W2010684265,11.271397,1.6976058
W2126094488,11.423205,1.6638837
W2129322903,5.712672,9.5766535
W2064853889,7.712483,12.86433
W2120703203,3.4240718,2.203023
W2062140115,3.5112252,1.6917738
W2023758054,0.5446907,14.885748
W643465165,16.87944,0.77198315
W2105389557,9.907688,7.907097
W2150575530,8.818983,16.666637
W2161446118,0.79638964,4.504556
W2098259453,0.8331565,18.973206
W122172138,-1.5098138,5.67324
W2101390238,0.62462115,14.961277
W2024091567,-10.6341505,10.275384
W2112012078,-4.055839,-2.7877548
W2039903200,-4.070706,-2.8034663
W2170737087,-4.086488,-2.81869
W2044312700,-4.0731716,-2.803018
W2152446828,-4.056338,-2.7888997
W2036889485,-4.112466,-2.8416858
W4255117236,-4.068399,-2.8004549
W2042674951,-4.0788746,-2.8110723
W1917339117,-4.0856986,-2.8196893
W2114678761,-1.8977942,10.665946
W4251775660,-0.21867266,16.396038
W2051072947,18.091297,1.2519418
W2113634802,1.7537897,1.3865209
W1503953582,5.982961,9.610437
W1793562836,6.748917,16.051517
W812155524,-3.8491473,-1.9123247
W1503284877,-7.689193,12.333156
W2164044916,0.7940467,4.4346647
W2276136761,9.112226,18.655272
W2017394040,5.004333,3.892812
W2111871057,3.754147,5.354666
W787016441,2.6534379,17.793106
W2364689401,2.2443159,2.8857863
W2158707444,5.8089366,9.593907
W2132844538,4.3576393,1.1893044
W2111971407,-1.6974821,7.1304827
W2102958620,11.375494,12.18892
W2165906045,-1.6959176,7.1310744
W1524627302,0.7488642,15.092325
W2108317718,5.8671203,4.6395593
W1996876771,8.154033,-4.5083146
W2152632881,8.09745,-4.41992
W2163337759,8.059389,-4.53384
W2146465013,-0.91765124,7.536915
W4255379306,5.4750013,19.538023
W2136573752,2.1340322,4.6226516
W1554408389,8.280203,-4.217973
W2103283167,0.087432094,2.0210726
W2096682770,5.2378693,4.522755
W2101329082,12.824927,-6.4090996
W2123197173,12.912706,-6.363909
W2099229664,13.17362,5.393465
W2171350550,12.859184,-6.398074
W2025773047,12.99323,-6.265017
W2167090712,12.881771,-6.385671
W2168058439,12.844386,-6.4207993
W2024830299,12.829859,-6.443134
W1555505052,12.8620405,-6.3811555
W2064530236,-1.688842,7.126563
W2113576511,5.7842155,9.609286
W2295799513,5.3975024,4.960198
W2136524923,-1.6880803,7.12715
W4244127165,12.923652,-6.3455257
W1626945812,16.952778,0.6965341
W2038721957,0.81371534,6.03687
W48262261,0.5796418,17.74378
W4245103800,1.9677182,3.5901885
W1006265743,2.6125598,17.83562
W1528814089,2.7176979,17.728094
W2103940511,4.7803807,4.0587406
W1973949696,2.747986,17.69981
W2080732338,2.5577085,17.891336
W1991359975,2.755774,17.687796
W2293379984,2.593973,17.852152
W1517229131,2.738479,17.708326
W2062277165,14.009142,4.753038
W1520127302,4.7757263,-7.364086
W321307538,2.7202542,17.72515
W183320438,2.6726732,17.78433
W2165753219,4.5380716,4.619876
W2611003796,13.244069,-7.743836
W2075399550,-1.0068657,6.0246267
W2077606010,1.7007755,8.799784
W3010003956,0.71738094,11.218466
W104144129,-1.2818556,14.919714
W2000856020,2.9143434,1.943127
W2037751485,9.907255,7.913374
W1990750582,-6.6226516,9.47823
W1509820354,-5.6886215,11.330794
W2136850043,-7.6871514,12.343564
W2137044212,-5.5603743,11.452127
W2003525146,4.054935,12.115126
W1502013968,-5.6156178,11.385141
W2164928285,4.178754,2.4565303
W2117724775,-7.6875467,12.341487
W1594505731,3.0987818,9.289485
W2108301529,6.7134647,-1.6726447
W2107004879,2.8149228,1.7977438
W2120116318,-7.685555,12.333578
W1564242519,7.8180943,3.1934514
W1769857254,-5.665483,11.340157
W1847661395,-7.6951632,12.346769
W2047137530,5.0419846,4.103186
W2135283973,-2.9147556,5.353177
W2003307448,-3.862853,-1.8960903
W65132813,1.313618,17.3027
W1915480048,13.627067,6.5420985
W190430544,-0.8868134,7.455996
W160392878,10.712604,19.987547
W2111456437,4.9672127,5.2640967
W3141392912,1.7070339,5.1911097
W2101731201,3.5681472,-8.529465
W1621130145,3.1012573,0.2773623
W2108190542,4.085519,5.9288497
W2072520104,-0.9648554,5.585389
W2142195325,2.8925676,0.023430275
W1595783446,4.985178,4.0414796
W13593164,8.023293,-4.476205
W2131042673,1.599306,3.7082708
W182490262,2.8800607,-0.02146431
W2142424251,5.399269,5.038508
W2115000758,8.346278,-4.3179398
W2131615790,8.121517,-4.2229795
W2157812230,0.9082255,6.183746
W1647554959,8.249421,-4.2577868
W2136664254,8.109113,-4.349701
W2150703397,9.586517,13.353685
W1988418842,8.072586,-4.5206
W4214767044,8.282848,-4.2606764
W2095404624,8.315268,-4.3847446
W2069629287,8.440819,-4.3017344
W2159940799,6.7445936,-1.9616505
W2134999791,8.1460705,-4.28445
W2037521346,12.661361,3.949324
W2169843763,10.771656,0.15402664
W579709999,8.3692045,-4.254223
W2396731841,1.3771297,7.347843
W2164187490,8.164403,-4.4226165
