degree,eigenvector,betweenness,clustering,pagerank,x_proj,y_proj,node_id
1,1.684175822174151e-19,0.0,0.0,1.1123078946081621e-05,-7.4285746,20.464949,W6645116560
1,1.3530905008374147e-19,0.0,0.0,1.1123078946081621e-05,-2.346922,24.146898,W2106073068
1,-4.0936844120684766e-20,0.0,0.0,1.1123078946081621e-05,-20.614405,6.5006046,W6839400868
1,7.784007003162489e-20,0.0,0.0,1.1123078946081621e-05,-6.205443,3.022522,W6758061364
1,1.239790999525062e-19,0.0,0.0,1.1123078946081621e-05,1.6875623,-7.262902,W2185501973
1,2.479745305873485e-19,0.0,0.0,1.1123078946081621e-05,-20.612547,6.5025005,W6762999700
1,-4.609768551081477e-20,0.0,0.0,1.1123078946081621e-05,7.0003963,22.36921,W6747384309
3,-1.2295482854333073e-17,0.0,0.3333333333333333,1.1371481292957418e-05,11.588375,5.2398686,W6680300913
1,2.3876882862968283e-19,0.0,0.0,1.1123078946081621e-05,-14.61373,-3.8233094,W6747899497
1,-2.841562572108885e-21,0.0,0.0,1.1123078946081621e-05,7.0001073,22.368477,W6779590286
3,4.278696322456929e-19,0.0,0.0,1.1356820545757798e-05,0.16831039,9.557756,W6779326418
4,1.7888284614581616e-19,0.0,0.3333333333333333,1.1668113075091014e-05,-1.0965416,5.2181163,W3166382145
1,1.3836719623865864e-19,0.0,0.0,1.1123078946081621e-05,-14.6144285,-3.8239996,W6786576159
3,3.873691410953413e-19,0.0,0.0,1.1326410813830748e-05,-0.05648148,9.121986,W6774314701
2,-1.3360232345038044e-18,0.0,0.0,1.1305002351619283e-05,-2.425602,8.117385,W343636949
1,3.173582036031186e-20,0.0,0.0,1.1123078946081621e-05,-14.614499,-3.8237178,W6764873646
1,1.1606854147933236e-19,0.0,0.0,1.1123078946081621e-05,-19.147081,-2.0474062,W6765052341
3,4.6968653927823226e-20,0.0,0.0,1.1429489939122913e-05,9.803237,3.2680016,W2172509751
2,1.4535662036100559e-19,0.0,1.0,1.1231033494422652e-05,11.829655,4.0543637,W6704369950
2,2.412955983947347e-19,0.0,1.0,1.1403760771768301e-05,9.54005,9.875946,W2964251418
1,2.2837982234889124e-19,0.0,0.0,1.1123078946081621e-05,-11.343302,1.3343893,W6752367825
1,3.0739312999825786e-20,0.0,0.0,1.1123078946081621e-05,-7.4282312,20.465014,W6782282802
79,1.790225867487758e-20,0.0,0.021421616358325218,1.1801963281768024e-05,7.0724683,2.7962549,W3204059120
2,-1.1088088508152261e-20,0.0,0.0,1.1237008478799583e-05,-2.4347255,6.8020544,W54026119
9,-9.458415435691727e-16,0.0,0.027777777777777776,1.2482309618073852e-05,3.3116434,5.0003495,W2135844668
1,-1.2624007047899192e-19,0.0,0.0,1.1100565924646335e-05,11.870142,22.00998,W1992046912
3,-1.5265217443351146e-18,0.0,0.0,1.1266733190204108e-05,9.6071825,7.186802,W2019912818
2,5.780594273882061e-20,0.0,1.0,1.1323835558715284e-05,1.8723044,10.608989,W1497040040
1,8.391010874833316e-20,0.0,0.0,1.1100565924646335e-05,14.841645,28.176275,W2294695527
1,-2.017568695995755e-20,0.0,0.0,1.1100565924646335e-05,14.841782,28.176327,W1968583064
2,8.615170723624254e-20,0.0,1.0,1.1285921847269614e-05,-4.130734,8.189479,W1569122551
6,-1.2938721310657743e-17,0.0,0.2,1.1931739497075887e-05,2.2578597,3.6879578,W2108781142
1,2.502783012176019e-20,0.0,0.0,1.1100565924646335e-05,17.002914,1.5874438,W2157321006
4,-4.622435482790114e-18,0.0,0.16666666666666666,1.16166747164434e-05,10.196496,6.043503,W1513389131
1,-2.1285732344316496e-19,0.0,0.0,1.1100565924646335e-05,15.347961,0.09156432,W2513101419
2,-8.554008639279317e-20,0.0,0.0,1.1293190706980332e-05,-1.8179828,1.4633297,W1746377765
1,-4.3895363858586617e-20,0.0,0.0,1.1100565924646335e-05,-15.029225,7.317122,W2770673730
4,3.4944057709392946e-20,0.0,0.8333333333333334,1.1709678499686193e-05,1.8674889,1.7523104,W2005080287
11,-7.591843321571842e-18,0.0,0.10909090909090909,1.248157594694996e-05,5.8274083,3.0927258,W1994022095
2,-1.6986053164974695e-19,0.0,0.0,1.1282489330183998e-05,-3.9198527,4.4014688,W2796841069
2,-2.099906553345172e-19,0.0,1.0,1.1285921847269614e-05,-4.1312113,8.1898775,W2103540189
2,-1.3910618512521524e-19,0.0,1.0,1.1285921847269614e-05,-4.1306067,8.189884,W2127220062
2,8.592039151945353e-20,0.0,1.0,1.1285921847269614e-05,-4.1303644,8.190427,W2189345514
1,-1.9434459601891675e-19,0.0,0.0,1.1100565924646335e-05,0.7515496,22.394403,W6806945942
4,-1.0833189067755539e-19,0.0,0.0,1.172763531623214e-05,5.647979,-2.913021,W1967502589
1,1.4303478263024778e-20,0.0,0.0,1.1100565924646335e-05,0.75197476,22.3954,W2165813135
2,-4.145336344536298e-20,0.0,1.0,1.1285921847269614e-05,-4.1292057,8.189137,W1430805012
3,-5.401993610982831e-16,0.0,0.3333333333333333,1.1354631370311001e-05,0.7276892,3.7404213,W1582841557
1,-1.9359674619475994e-20,0.0,0.0,1.1100565924646335e-05,-6.887488,-1.7716746,W2150400602
2,-2.234054413404964e-19,0.0,1.0,1.1323835558715284e-05,1.871955,10.610373,W2102449305
1,-1.7588013190939324e-19,0.0,0.0,1.1100565924646335e-05,-10.339651,-2.8774087,W2012056301
6,-4.4674089189282024e-18,0.0,0.3333333333333333,1.1997700560470846e-05,4.552828,1.4195629,W1586092564
1,1.143106388950604e-19,0.0,0.0,1.1100565924646335e-05,-15.028949,7.3171005,W6600585264
1,-1.664450275040289e-19,0.0,0.0,1.1100565924646335e-05,15.34816,0.09157895,W2175345393
3,-3.431972920859736e-18,0.0,0.6666666666666666,1.127971463633296e-05,3.0686982,10.79004,W2103042929
1,9.451633511625809e-21,0.0,0.0,1.1100565924646335e-05,17.002598,1.58753,W2095026299
3,-9.509022496178614e-19,0.0,0.6666666666666666,1.1362075830983056e-05,10.037975,0.6955266,W1584092895
2,-2.5220016197892717e-18,0.0,0.0,1.1318874011291532e-05,-1.9799807,12.640109,W1932824088
1,-1.673951591704094e-19,0.0,0.0,1.1100565924646335e-05,-10.336851,-2.8763518,W2123054688
5,-5.42557143619916e-18,0.0,0.1,1.208264221783573e-05,5.708981,12.572917,W2119845929
4,-2.321293136706445e-19,0.0,0.16666666666666666,1.1553110685706653e-05,4.9453297,11.449964,W1981511815
1,2.891365042499447e-20,0.0,0.0,1.1100565924646335e-05,-15.026677,7.319169,W2149440769
3,-1.0032377240867717e-19,0.0,0.3333333333333333,1.159672066702178e-05,10.82895,7.122481,W3019871180
2,-1.3275443647522077e-19,0.0,1.0,1.1285921847269614e-05,-4.1303463,8.189171,W2492917982
1,-1.5164377396132326e-19,0.0,0.0,1.1100565924646335e-05,11.868994,22.011232,W1974709582
1,-1.0421025474153283e-19,0.0,0.0,1.1100565924646335e-05,-15.029314,7.3201146,W2037005685
4,-1.6224073747261472e-19,0.0,0.3333333333333333,1.1790318195341162e-05,0.57196814,-0.69362,W174566906
1,-6.708414633802456e-20,0.0,0.0,1.1100565924646335e-05,15.348233,0.0914894,W2047705935
2,-3.9667430482778246e-19,0.0,1.0,1.1238402366992421e-05,12.681586,11.097052,W3093339459
1,-2.1345666288026157e-19,0.0,0.0,1.1093933780241924e-05,21.769981,-11.418119,W3008757995
1,-1.4964800447903175e-19,0.0,0.0,1.1093933780241924e-05,-17.382597,16.84163,W6800773400
1,-3.0006412595926316e-20,0.0,0.0,1.1093933780241924e-05,-17.879808,4.7235165,W2803816741
5,-6.720651708355333e-18,0.0,0.5,1.1726648101249282e-05,3.121234,1.1685787,W3123545922
1,-1.9499612782163536e-19,0.0,0.0,1.1093933780241924e-05,-0.24175577,-5.8435864,W37234579
1,-2.706249137281287e-19,0.0,0.0,1.1093933780241924e-05,-7.2715406,-4.8970995,W1971697515
42,-8.665584745494894e-18,1.5333869888510264e-05,0.009291521486643438,1.163709997680895e-05,6.12375,8.510453,W2516807252
1,-2.4836251216245033e-19,0.0,0.0,1.1093933780241924e-05,-7.271028,-4.896963,W4288598360
1,-2.0020130449719737e-19,0.0,0.0,1.1093933780241924e-05,-3.941079,14.226408,W2001456586
1,-2.9731730004910377e-19,0.0,0.0,1.1093933780241924e-05,-7.2709637,-4.896798,W3036639905
75,-6.874607059889887e-19,7.050311483189425e-07,0.06702702702702702,1.3307930931290622e-05,6.5503807,7.2996416,W3203151582
2,-2.994389607517716e-19,0.0,1.0,1.1266282269698658e-05,-4.533055,2.147516,W163221438
1,-2.036053528618316e-19,0.0,0.0,1.1093933780241924e-05,21.77052,-11.418865,W6636771404
1,-1.2411857274893557e-19,0.0,0.0,1.1093933780241924e-05,-17.382538,16.841398,W2112520561
2,-2.995092142858759e-20,0.0,0.0,1.2076320170145303e-05,7.8877378,-2.0103035,W2072678748
1,-2.0546292772471384e-19,0.0,0.0,1.1093933780241924e-05,10.378072,31.09267,W6638300861
1,-7.457341538996869e-20,0.0,0.0,1.1093933780241924e-05,16.447472,9.298032,W4225983767
1,-1.5303945507647302e-19,0.0,0.0,1.1093933780241924e-05,-17.879858,4.7236204,W3098751704
1,-1.871972057213088e-19,0.0,0.0,1.1093933780241924e-05,21.770002,-11.418292,W2153982189
9,-2.0446099186582182e-18,0.0,0.3888888888888889,1.241904246861573e-05,4.132154,1.6857435,W3197256776
1,-6.89621627796249e-20,0.0,0.0,1.1093933780241924e-05,-3.9408646,14.227027,W1789113800
2,-1.3405733542716483e-14,0.0,0.0,1.1503261442701665e-05,7.625052,10.348255,W1646278814
2,-6.792403655134254e-18,0.0,1.0,1.1263310744018369e-05,11.740049,2.4176755,W2101460669
1,-3.294435538907855e-19,0.0,0.0,1.1093933780241924e-05,16.450806,9.297942,W3101712002
111,-3.6677685540163916e-20,0.0,0.005569205569205569,1.0969581072659219e-05,5.5613265,0.18758935,W3192730383
1,1.4475672645208527e-19,0.0,0.0,1.1058084351028893e-05,26.405712,7.4324527,W2940272626
3,-9.262236812988903e-20,0.0,0.0,1.1372762674121066e-05,4.74771,-1.6599934,W3037876778
2,1.1108127985017407e-19,0.0,0.0,1.1145021199692908e-05,4.894355,-3.0213459,W2963981820
1,-1.383052367079601e-19,0.0,0.0,1.1058084351028893e-05,18.813175,20.77367,W2159967762
2,-7.950237619004264e-20,0.0,0.0,1.1172315326599053e-05,14.391958,6.2450705,W1970679669
1,-6.660832776777552e-20,0.0,0.0,1.1058084351028893e-05,9.550486,25.088987,W2033562144
2,9.250641186366505e-20,0.0,0.0,1.1172315326599053e-05,14.391943,6.2451143,W2750652277
1,-1.2338112251643216e-19,0.0,0.0,1.1058084351028893e-05,26.40572,7.4324265,W1701321738
2,9.173019507192924e-20,0.0,0.0,1.1172315326599053e-05,14.423455,6.2357993,W1965208523
1,1.0321016819966252e-19,0.0,0.0,1.1058084351028893e-05,9.550435,25.089228,W2799298913
1,-3.975225711194574e-20,0.0,0.0,1.1058084351028893e-05,-2.5868683,-5.073809,W6754820192
2,-1.4455949571535846e-19,0.0,0.0,1.115632299001923e-05,8.642713,0.24313465,W6664031219
2,1.241654470833944e-19,0.0,0.0,1.1172315326599053e-05,14.394045,6.244651,W1125738716
1,-1.616659652910746e-19,0.0,0.0,1.1058084351028893e-05,18.813272,20.774101,W2436634098
1,-1.5169525997236333e-19,0.0,0.0,1.1058084351028893e-05,26.405838,7.4324055,W2724559516
1,-1.0868033289018163e-19,0.0,0.0,1.1058084351028893e-05,26.405825,7.4324017,W2972315975
1,1.6253174511690399e-19,0.0,0.0,1.1058084351028893e-05,-2.586403,-5.0740404,W2892367347
1,6.085716498696963e-20,0.0,0.0,1.1058084351028893e-05,2.6201506,24.932297,W2789321807
3,-8.074694207237428e-20,0.0,0.0,1.1252310780666108e-05,9.632119,7.261793,W3138819813
1,-1.1183103799372995e-20,0.0,0.0,1.1058084351028893e-05,2.6188283,24.932133,W6611667307
1,-1.8781416369469573e-20,0.0,0.0,1.1058084351028893e-05,18.81373,20.774082,W2116256117
1,1.2116919442911538e-19,0.0,0.0,1.1058084351028893e-05,9.550393,25.089138,W6750511124
2,-1.335345851195971e-19,0.0,0.0,1.1172315326599053e-05,14.393928,6.2446513,W2082522549
1,-1.0130019459463813e-19,0.0,0.0,1.1058084351028893e-05,2.6140435,24.932146,W2474038722
1,-8.77351481417606e-20,0.0,0.0,1.1058084351028893e-05,26.405851,7.4325047,W344024527
2,-1.20612836457505e-19,0.0,0.0,1.115632299001923e-05,8.642876,0.24569707,W2913831350
2,3.340544684689062e-20,0.0,0.0,1.1172315326599053e-05,14.394526,6.2444525,W1967819127
1,9.695236244293573e-20,0.0,0.0,1.1058084351028893e-05,26.406094,7.432484,W6765366093
4,-6.056290016961294e-19,0.0,0.5,1.1699580075002361e-05,10.704942,9.127641,W1971318070
3,-3.3526655833205797e-20,0.0,0.0,1.1314690165715484e-05,0.03302524,8.798205,W2910896796
3,6.491840474004819e-20,0.0,0.0,1.1411921763160852e-05,6.588411,-2.67543,W2179283465
2,-7.526652128018293e-20,0.0,0.0,1.1172315326599053e-05,14.394425,6.244679,W2047044078
1,1.736087049566861e-19,0.0,0.0,1.1058084351028893e-05,-2.5869703,-5.073941,W4322384764
3,-6.484988254709798e-20,0.0,0.0,1.1295113625336975e-05,7.3125095,0.71492934,W2973876835
1,1.739779739701626e-19,0.0,0.0,1.1058084351028893e-05,18.813171,20.772552,W3048588149
1,2.1303282287303974e-20,0.0,0.0,1.1058084351028893e-05,26.405956,7.4324656,W2965621567
2,-1.0398064906672286e-19,0.0,0.0,1.1172315326599053e-05,14.394467,6.2446976,W2592011087
1,1.6053303015836867e-19,0.0,0.0,1.1058084351028893e-05,2.618543,24.93237,W2582438818
1,1.607788669918763e-19,0.0,0.0,1.1058084351028893e-05,9.559691,25.078362,W2061847443
4,-5.620365137345264e-19,0.0,0.3333333333333333,1.1383600751526585e-05,1.7722927,0.6695762,W2054690695
2,-5.329325611909671e-19,0.0,1.0,1.1198425263872231e-05,12.781189,0.41495153,W2588098774
1,6.892957878345237e-20,0.0,0.0,1.1058084351028893e-05,26.405928,7.432579,W2963144883
4,-9.976919315534547e-20,0.0,0.16666666666666666,1.1410894878432731e-05,3.2159307,11.352075,W6699161193
7,-2.220480038232461e-19,0.0,0.3333333333333333,1.181157335686998e-05,4.5425024,1.3525484,W2790037687
4,-2.7282537118574994e-17,0.0,0.0,1.1442444019670127e-05,9.841495,7.523846,W6630198464
1,-4.366597793886494e-20,0.0,0.0,1.1058084351028893e-05,18.817997,20.773474,W3028946697
7,-2.476390361224421e-15,0.0,0.19047619047619047,1.2993719489833073e-05,5.625724,2.9576664,W6687252957
18,-4.306706969396683e-15,0.0,0.0718954248366013,1.507396365201993e-05,5.8398347,5.4679785,W2142349824
4,-2.463982021898949e-19,0.0,0.3333333333333333,1.1710211962338977e-05,-1.224423,5.1367807,W1576064886
2,-1.8340878098042503e-19,0.0,0.0,1.1172315326599053e-05,14.394407,6.244801,W3010135971
3,-9.9702657820913e-20,0.0,0.3333333333333333,1.1331180181426742e-05,8.640673,3.3270493,W3107063020
3,-2.8486517979767214e-20,0.0,0.3333333333333333,1.1312656239442391e-05,-0.8295104,2.7831366,W2902534205
1,-4.6683927646757055e-20,0.0,0.0,1.1058084351028893e-05,9.55112,25.088295,W6766942588
3,-9.906996757161434e-20,0.0,0.3333333333333333,1.1312656239442391e-05,-0.82935745,2.783453,W3168418505
4,-1.5657298155740178e-19,0.0,0.5,1.1445411156996902e-05,1.2166004,1.7785363,W3127643038
4,-2.822706311845582e-20,0.0,0.5,1.1445411156996902e-05,1.2171131,1.7797568,W3024923072
2,1.5695767419260923e-19,0.0,0.0,1.1172315326599053e-05,14.394896,6.244929,W1596814357
1,-1.5582496838109872e-19,0.0,0.0,1.1058084351028893e-05,-2.587916,-5.0743737,W2620819475
2,-1.7256041035712433e-19,0.0,0.0,1.1172315326599053e-05,14.385698,6.2510276,W2803004259
4,-8.541162533194552e-19,0.0,0.5,1.159054141650357e-05,10.064847,9.059866,W2066759267
6,-1.2825947879119657e-17,0.0,0.0,1.1917834873806435e-05,1.7071801,6.607021,W6632889269
2,-1.4532983603244837e-19,0.0,0.0,1.1172315326599053e-05,14.394218,6.2442265,W2109364152
3,-2.2484656521714505e-19,0.0,0.3333333333333333,1.1305070244153563e-05,-1.0871975,2.6789021,W2166315708
3,-1.1896418934886986e-18,0.0,0.0,1.1503317948792118e-05,9.184922,1.4799479,W6608852248
1,1.181059903178069e-19,0.0,0.0,1.1058084351028893e-05,-2.588884,-5.0709,W6780047126
1,-1.6787620652981525e-19,0.0,0.0,1.1058084351028893e-05,18.812529,20.77644,W1554445898
2,-1.4474605650311526e-19,0.0,0.0,1.1172315326599053e-05,14.392763,6.24666,W2094311681
5,-3.7168636501428885e-19,0.0,0.3,1.1584362774191417e-05,1.7570989,0.8181612,W2086928685
1,3.764953487419876e-20,0.0,0.0,1.1058084351028893e-05,9.550898,25.088541,W2787109437
6,-1.0899526372606777e-17,0.0,0.06666666666666667,1.1969000831613905e-05,10.9106865,2.1426544,W1550427978
74,-1.4418909596437914e-19,0.0,0.012587930396149574,1.1445411156996902e-05,7.2710576,3.7829256,W2969355467
1,1.2364535531136427e-19,0.0,0.0,1.1058084351028893e-05,26.407003,7.430851,W2957255653
4,-1.1274586108067704e-18,0.0,0.0,1.1623121167073018e-05,7.5436153,-1.4605256,W229097380
2,-1.7472065314040057e-19,0.0,0.0,1.1190839268583403e-05,-2.237126,4.1015835,W3037314233
4,-5.060435842307685e-19,0.0,0.0,1.1513319651476978e-05,10.198072,7.438457,W2763925030
8,-3.580667448363083e-14,0.0,0.14285714285714285,1.3044961857280177e-05,5.680206,3.2412055,W2112440119
4,-2.6782260110836905e-17,0.0,0.0,1.1503639185154143e-05,10.190469,7.4750586,W1506285740
100,4.031607963932958e-19,0.0,0.03515151515151515,1.2247849106442916e-05,5.8576994,0.56975764,W3190684581
6,4.424614103025724e-19,0.0,0.13333333333333333,1.1825927552797095e-05,7.082113,1.7316649,W2406456681
1,5.373201712016457e-19,0.0,0.0,1.1076362201996542e-05,-5.474835,10.70341,W2922057570
1,2.420457630828462e-19,0.0,0.0,1.1076362201996542e-05,16.868511,-8.759905,W2155773131
1,1.6913891538099851e-19,0.0,0.0,1.1076362201996542e-05,-5.4749055,10.703385,W1985470795
3,7.757621427552579e-19,0.0,0.0,1.1667370056884938e-05,1.7337583,11.815924,W2162122014
1,4.346610623397801e-19,0.0,0.0,1.1076362201996542e-05,10.728946,-21.025936,W2527882685
3,3.2994425224677735e-18,0.0,0.6666666666666666,1.1453670575849496e-05,2.204207,-0.17206584,W2012718235
5,2.467001064079107e-18,0.0,0.1,1.206174043570452e-05,5.6474714,12.566437,W110349276
2,4.953617262816545e-19,0.0,0.0,1.1242868369776774e-05,-0.83768207,12.289444,W4256573916
1,4.110640045619962e-19,0.0,0.0,1.1076362201996542e-05,2.9402404,27.701456,W1989752349
2,-3.488239770998354e-16,0.0,1.0,1.1315968638558343e-05,12.078255,1.5682318,W2069708038
2,6.705081812063804e-19,0.0,0.0,1.1357044027683222e-05,6.7203465,15.21232,W2105546352
2,4.0541501228072967e-19,0.0,0.0,1.1415116129549431e-05,1.3774523,13.006778,W6788848614
2,-2.427050277254493e-16,0.0,0.0,1.1374055047421809e-05,-2.7153919,9.184076,W1997000123
1,4.384784525072324e-19,0.0,0.0,1.1076362201996542e-05,16.149437,12.239845,W2914811691
1,3.116566928461325e-19,0.0,0.0,1.1076362201996542e-05,-5.4749775,10.703576,W2181613202
1,5.58579355170935e-19,0.0,0.0,1.1076362201996542e-05,-5.474354,10.703296,W2952876628
3,3.3083814664630643e-19,0.0,0.0,1.1381877737911528e-05,5.12932,-2.0370698,W3120225869
3,-4.0479416407121416e-16,0.0,0.3333333333333333,1.1437216851796578e-05,-1.466898,5.8584824,W2005111635
2,7.234603410585465e-19,0.0,0.0,1.1415116129549431e-05,1.3775965,13.00698,W2031731579
1,2.222879057659008e-19,0.0,0.0,1.1076362201996542e-05,10.730147,-21.02747,W2109543160
1,3.940761860949105e-19,0.0,0.0,1.1076362201996542e-05,16.868593,-8.759944,W2947961267
1,3.702771136182868e-19,0.0,0.0,1.1076362201996542e-05,16.149231,12.239936,W3097537277
1,4.672489975784348e-19,0.0,0.0,1.1076362201996542e-05,-11.399153,-7.576532,W2049892069
1,4.203526873787115e-19,0.0,0.0,1.1076362201996542e-05,2.9452217,27.709015,W2883223972
2,2.534108617604996e-19,0.0,1.0,1.1242868369776774e-05,12.040929,-0.07759828,W2739403813
32,3.924288635331827e-19,0.0,0.07258064516129033,1.152320622263786e-05,3.31886,7.7295866,W2751344272
1,3.7805663306533944e-19,0.0,0.0,1.1076362201996542e-05,-11.398597,-7.575723,W2112845172
3,4.296359470134026e-19,0.0,0.0,1.1421189747947475e-05,6.8089786,-2.5942912,W6766646437
1,5.472666985842938e-19,0.0,0.0,1.1076362201996542e-05,16.868515,-8.759953,W2467668685
1,5.295108721925998e-19,0.0,0.0,1.1076362201996542e-05,16.868475,-8.759878,W2531795832
1,4.984821539166594e-19,0.0,0.0,1.1076362201996542e-05,16.149225,12.24012,W2904239636
2,4.731134652122686e-19,0.0,1.0,1.1268986984330539e-05,3.5668924,-3.592582,W2120680937
5,5.807219718868192e-18,0.0,0.1,1.1832405359578158e-05,2.7062426,10.004899,W2098353881
5,-1.8215920960188614e-18,0.0,0.2,1.153595834850394e-05,6.4316096,0.7630849,W2734073415
3,7.97063373434459e-18,0.0,0.3333333333333333,1.1365549537552515e-05,11.542307,5.1964645,W2162665012
10,5.557479408720606e-19,0.0,0.022222222222222223,1.2576012283790768e-05,3.3939943,5.014703,W3128417185
1,2.4645355232571404e-19,0.0,0.0,1.1076362201996542e-05,-11.400632,-7.5769596,W2440942080
2,-7.13523371120386e-19,0.0,1.0,1.1178694117611477e-05,12.460764,2.8536305,W1989228382
1,1.5637860281301852e-19,0.0,0.0,1.1076362201996542e-05,-5.4745083,10.70326,W2904641572
1,3.703764340030356e-19,0.0,0.0,1.1076362201996542e-05,-11.39943,-7.577002,W1894519195
2,-4.0402643522697415e-16,0.0,0.0,1.1334884936181642e-05,0.065448985,12.74078,W2052021538
3,3.5517526563679084e-19,0.0,0.0,1.1421189747947475e-05,6.8093467,-2.594823,W2968180875
1,3.935878765002076e-19,0.0,0.0,1.1076362201996542e-05,2.941081,27.701496,W33726136
30,5.15400974772012e-19,0.0,0.03218390804597701,1.1076362201996542e-05,2.8839417,7.748291,W3122041410
38,-1.3478542356675288e-19,0.0,0.06827880512091039,1.1898360540926314e-05,3.8001697,7.8984365,W3202949724
1,-1.4627210658728553e-19,0.0,0.0,1.1276576819504025e-05,-11.075873,-14.702598,W3091504090
1,2.2867738152540512e-20,0.0,0.0,1.1276576819504025e-05,18.439854,9.756476,W2782965452
4,-8.523374271766933e-16,0.0,0.0,1.3003382047873615e-05,1.4469519,5.010976,W2147694185
2,3.066993992835735e-20,0.0,0.0,1.1368388631644525e-05,13.406261,7.378633,W6815309268
1,-1.4647040955059795e-19,0.0,0.0,1.1276576819504025e-05,20.875954,-2.2723172,W6782476407
1,-1.7759201934027565e-19,0.0,0.0,1.1276576819504025e-05,25.939829,1.2936157,W2115276344
3,-3.9028858534248376e-18,0.0,0.0,1.1734711436947043e-05,0.6323549,8.170834,W2149441684
4,-4.622845210734686e-18,0.0,0.3333333333333333,1.1776703707199316e-05,0.5575508,-0.69551647,W6601294074
1,-5.4272789271961e-20,0.0,0.0,1.1276576819504025e-05,18.437153,9.755396,W2114843025
1,-1.3231521510141778e-19,0.0,0.0,1.1276576819504025e-05,18.440548,9.756351,W6754193064
5,-3.872580095208503e-18,0.0,0.4,1.186377429860077e-05,3.8229108,0.62502044,W2271167725
1,-7.055486620262212e-19,0.0,0.0,1.1133312137643113e-05,-7.0162597,-7.3614388,W1577474388
1,-6.701043077136975e-19,0.0,0.0,1.1133312137643113e-05,-9.278508,18.494307,W2983852279
21,-1.358150628506227e-15,0.0,0.11428571428571428,1.5699945969171366e-05,6.2136183,5.7895513,W6704181020
73,-9.175098454757429e-19,5.432207208359066e-07,0.016362252663622526,1.3390374125922978e-05,6.5359077,7.3074718,W3153272110
8,-6.385262430586999e-19,0.0,0.2857142857142857,1.2042050039587692e-05,4.991386,1.4325311,W4255043767
1,-7.252714316477709e-19,0.0,0.0,1.1133312137643113e-05,-17.894798,18.574196,W2010242617
1,-6.652694965901233e-19,0.0,0.0,1.1133312137643113e-05,-9.021717,-7.7662387,W2742397463
4,-3.3524138413544457e-19,0.0,0.3333333333333333,1.1825378757025646e-05,0.6402677,-0.61843663,W3003057780
1,-7.286524892903318e-19,0.0,0.0,1.1133312137643113e-05,-9.278828,18.494215,W3015523571
3,-5.802595148219264e-19,0.0,0.6666666666666666,1.153870395719459e-05,12.883027,4.939571,W3116652761
2,-7.063589481200783e-19,0.0,0.0,1.1238945082794015e-05,-2.7252388,6.9997964,W3168332264
1,-6.156906605988831e-19,0.0,0.0,1.1133312137643113e-05,-9.278779,18.493246,W2105011233
1,-7.301903664699442e-19,0.0,0.0,1.1133312137643113e-05,-7.5714936,0.19534366,W2362970625
2,-8.156277816024594e-19,0.0,0.0,1.1277780724393611e-05,1.3911217,-3.1378274,W2751003760
1,-4.1434526485502564e-19,0.0,0.0,1.1133312137643113e-05,4.394118,27.609581,W2370107557
2,-5.9349731655961926e-18,0.0,1.0,1.1333799155990743e-05,10.500208,1.6198788,W2894940069
39,-1.4268706283402629e-19,0.0,0.033738191632928474,1.0969581072659219e-05,3.3322487,8.574921,W3200547949
1,1.197246609890072e-19,0.0,0.0,1.122147501878829e-05,-9.016168,14.42326,W2418243091
1,-1.1619156098297162e-19,0.0,0.0,1.122147501878829e-05,-5.227961,-5.266698,W2770163844
1,1.1651859421946865e-19,0.0,0.0,1.122147501878829e-05,-4.623646,20.271893,W2954716683
2,5.111142929387775e-20,0.0,0.0,1.1319713657778628e-05,4.3406777,14.900434,W2002827932
1,1.6821684691070106e-19,0.0,0.0,1.122147501878829e-05,24.734762,-1.8025866,W2737985238
1,2.158973925034924e-19,0.0,0.0,1.122147501878829e-05,-0.39116514,16.396502,W2071574257
1,6.24420253299934e-20,0.0,0.0,1.122147501878829e-05,-9.016509,14.424056,W1973888660
1,1.85760081770928e-19,0.0,0.0,1.122147501878829e-05,-19.838959,15.824098,W3133861292
1,1.4434601991511576e-19,0.0,0.0,1.122147501878829e-05,28.603306,3.3006024,W2153913224
1,-1.1315234963618453e-19,0.0,0.0,1.122147501878829e-05,26.044884,3.0103292,W2749066189
2,-7.920773424105498e-16,0.0,0.0,1.1494360127094783e-05,15.566083,5.2988873,W2149381887
1,9.84539064717026e-20,0.0,0.0,1.122147501878829e-05,-19.838976,15.824099,W3203925669
1,-8.393971356149197e-21,0.0,0.0,1.122147501878829e-05,-19.838974,15.8242855,W2022121311
1,1.0147981788644313e-19,0.0,0.0,1.122147501878829e-05,24.734545,-1.8046991,W1610677200
1,-1.111923905969395e-19,0.0,0.0,1.122147501878829e-05,-0.02585917,21.830515,W1655441388
1,-9.604161602169746e-20,0.0,0.0,1.122147501878829e-05,28.603046,3.300549,W4206559624
1,1.6896757577416454e-19,0.0,0.0,1.122147501878829e-05,-4.6299214,20.271645,W2089887090
2,1.5699507263122886e-18,0.0,1.0,1.1390851982564735e-05,14.29804,5.488846,W6739337395
1,9.670725710892805e-20,0.0,0.0,1.122147501878829e-05,17.870533,-6.8115335,W2136217680
1,3.29400907261449e-20,0.0,0.0,1.122147501878829e-05,28.602446,3.3002286,W2920864962
33,3.47404268159312e-18,3.4826228849298316e-06,0.032196969696969696,1.306303905255595e-05,4.58835,6.974841,W2004885493
