id,year,total_citations
W2054901814,2013,90
W2108458429,2007,46
W2015489438,1992,1
W2100564243,1990,0
W1588740028,1990,0
W2100363191,1990,1
W2030911594,1990,0
W4245217443,1990,30
W4241306103,1990,1
W4249776044,1990,1
W4252526595,1990,1
W4255131244,1990,1
W2058462165,1990,2
W4232108933,1990,0
W4255904985,1990,4
W2155399968,1990,5
W4249437572,1990,1
W2142111080,1990,1
W2163035873,1990,1
W1979983982,1990,0
W4230981185,1990,0
W4250305371,1990,25
W4239445310,1990,0
W3041520455,1990,9
W4251595020,1990,1
W1978819622,1990,1
W4248207135,1990,0
W2042503542,1990,0
W2033034731,1990,7
W4255692800,1990,73
W4234610156,1990,0
W2168819638,1990,0
W1523882855,1990,2
W4230241830,1990,0
W4246423046,1990,4
W2015237589,1990,0
W3085563693,1990,14
W4242274056,1990,1
W4234789860,1990,0
W1994321834,1990,0
W2085224306,1990,6
W4237685258,1990,3
W1970826919,1990,0
W4246631248,1990,0
W1587413890,1990,1
W1977817023,1990,0
W2143119138,1990,1
W4230801050,1990,0
W2059861094,1990,1
W2168272469,1990,0
W4246272943,1990,3
W2019520294,1990,0
W2051390054,1990,8
W2078186475,1990,0
W2124174101,1988,3
