id,year,total_citations
W1995613787,2017,7
W2002128633,2012,1
W2087665966,2012,15
W2139421711,2012,3
W2023764148,2012,3
W2056920069,2012,0
W2096087071,2012,4
W2046193218,2012,2
W2048107685,2012,8
W2088762548,2012,0
W1990293817,2012,48
W2044102377,2012,40
W1991092611,2012,5
W2064335723,2012,0
W2026902063,2012,4
W1966802858,2012,0
W1963992598,2012,9
W2025907089,2012,0
W2043626579,2012,0
W1992155089,2012,0
W2007241592,2012,19
W2021001446,2012,22
W1996401972,2012,1
W2007556336,2012,2
W2033220208,2012,0
W1994533969,2012,1
W2058190445,2012,5
W2042368861,2012,3
W2064831393,2012,5
W1993503217,2012,18
W1974302557,2012,2
W2059627703,2012,0
W2009662901,2012,19
W2028678069,2012,22
W2084943040,2012,0
W2077313665,2012,0
W2022536831,2012,6
W2061453604,2012,0
W1968305741,2012,0
W1992447652,2012,0
W2003401169,2012,0
W2065873970,2012,5
W1986257701,2012,10
W2073156145,2012,10
W1992492534,2012,32
W2044240216,2012,13
W1989302176,2012,0
W1977810187,2012,9
W2035260523,2012,0
W1983438351,2012,6
W2138326161,2012,3
W2107050715,2012,1
W2062196125,2012,1
W2036249405,2012,6
W2147010257,2012,1
W2042548049,2012,0
W2004885493,2012,9
W1967103979,2012,7
W2084834254,2012,2
W2038257133,2012,1
W2005989959,2012,11
W2083099147,2012,1
W1989935269,2012,0
W2084848678,2012,4
W2016592912,2012,9
W1983220274,2012,5
W1966660375,2012,6
W2046933226,2012,5
W2067332575,2012,9
W2011316786,2012,9
W1993495183,2012,6
W2042361756,2012,4
W2089547033,2012,0
W2001749563,2012,20
W2060747124,2012,2
W2091803576,2012,1
W2062874539,2012,6
W2091800485,2012,11
W1987331903,2012,2
W2041520323,2012,6
W2047598129,2012,3
W1988114823,2012,0
W2086054417,2012,6
W225841453,2012,0
W2002552801,2012,3
W2019522722,2012,0
W2061884704,2012,6
W2067848584,2012,0
W2139205907,2012,8
W2024761969,2012,5
W1974269654,2012,12
W2008196074,2012,10
W1983329549,2012,0
W2055687013,2012,2
W2035955531,2012,16
W2168629730,2012,36
W1988061708,2012,36
W2037205988,2012,32
W2041284908,2012,4
W2013172302,2012,6
W2059018062,2012,11
W2007546607,2012,24
W1970569592,2012,165
W2039603596,2012,1
W2058072323,2012,9
W2097173901,2012,19
W1581627361,2012,22
W2073965571,2012,10
W2068562326,2012,18
W2082844358,2012,10
W2108843124,2012,17
W1998703808,2012,4
W2144721682,2012,15
W2167976873,2012,13
W1990559478,2012,6
W2043105435,2012,10
W1990402145,2012,1
W2013060577,2012,14
W2117616434,2012,33
W2169870976,2012,14
W2008795456,2012,10
W2147512934,2012,12
W2148713609,2012,17
W1979594474,2012,21
W2054451783,2012,1
W1980799317,2012,36
W2049652219,2012,13
W2167117443,2012,6
W2145817751,2012,14
W2044988964,2012,27
W2047503975,2012,4
W2069422636,2012,5
W2079004857,2012,1
W2052791563,2012,20
W2110004056,2012,6
W2120098605,2012,13
