source,target,source_year
W2126741784,W2143203329,2010
W2126741784,W2150415161,2010
W2126741784,W4246282695,2010
W2126741784,W4236888462,2010
W2126741784,W1710511026,2010
W2126741784,W2131898753,2010
W2126741784,W2131706088,2010
W2126741784,W2121223684,2010
W2126741784,W2122412388,2010
W2126741784,W2142079034,2010
W2126741784,W6632105306,2010
W2126741784,W2169576231,2010
W2126741784,W2008615157,2010
W2126741784,W2013741112,2010
W2126741784,W1964727113,2010
W2126741784,W2146716365,2010
W2126741784,W2132784934,2010
W2126741784,W2102266789,2010
W2126741784,W2126597034,2010
W2126741784,W2017452312,2010
W2126741784,W1963947451,2010
W2126741784,W1988339805,2010
W2126741784,W2082812585,2010
W2126741784,W2030615392,2010
W2126741784,W2161581092,2010
W2126741784,W2033581337,2010
W2126741784,W3141454743,2010
W2126741784,W1538415630,2010
W2126741784,W4241946073,2010
W2126741784,W2090267299,2010
W2152391571,W1533808184,2010
W2152391571,W2159223614,2010
W2152391571,W2159859907,2010
W2152391571,W2121117733,2010
W2152391571,W2009840077,2010
W2152391571,W2083344757,2010
W2152391571,W2101102258,2010
W2152391571,W4253173415,2010
W2152391571,W2049474349,2010
W2152391571,W2158707444,2010
W2152391571,W2119320590,2010
W2152391571,W2140982079,2010
W2152391571,W4254160181,2010
W2152391571,W1975481332,2010
W2152391571,W4239696518,2010
W2152391571,W1985543789,2010
W2152391571,W2139674267,2010
W2152391571,W2007514459,2010
W2152391571,W2166541367,2010
W2152391571,W6607463979,2010
W2152391571,W2148665211,2010
W2152391571,W2096147482,2010
W2152391571,W6648946266,2010
W2152391571,W2155536475,2010
W2152391571,W4243278111,2010
W2152391571,W2005198142,2010
W2152391571,W2156509965,2010
W2152391571,W2156317066,2010
W2152391571,W1559672733,2010
W2152391571,W2127055658,2010
W2152391571,W2106728306,2010
W2152391571,W2118041291,2010
W2152391571,W2165500877,2010
W2152391571,W2166695765,2010
W2152391571,W1522219593,2010
W2152391571,W1965447681,2010
W2152391571,W1595932190,2010
W2152391571,W2004158027,2010
W2152391571,W2114448792,2010
W2152391571,W4241331792,2010
W2152391571,W2171445681,2010
W2152391571,W182280759,2010
W2152391571,W4285719527,2010
W2152391571,W2287868938,2010
W2152391571,W2164041330,2010
W2152391571,W1995133527,2010
W2137197875,W2293090538,2010
W2137197875,W2115596386,2010
W2137197875,W4237453232,2010
W2137197875,W2126565921,2010
