source,target,source_year
W2068963126,W2138199375,2014
W2068963126,W2027262408,2014
W2068963126,W2128721751,2014
W2068963126,W1992399362,2014
W2068963126,W2109552221,2014
W2068963126,W2132870739,2014
W2068963126,W2145446394,2014
W2068963126,W6601618085,2014
W2068963126,W6684361840,2014
W2068963126,W2052791563,2014
W2068963126,W2009662901,2014
W2068963126,W2122646361,2014
W2068963126,W2022686119,2014
W2068963126,W2072715695,2014
W2068963126,W2099223662,2014
W2068963126,W1995613787,2014
W2068963126,W2109857088,2014
W2068963126,W2141115795,2014
W2068963126,W1576209423,2014
W2068963126,W2142865875,2014
W2068963126,W2063590434,2014
W2068963126,W2122390506,2014
W2068963126,W2106281550,2014
W2068963126,W2001542951,2014
W2068963126,W2021001446,2014
W2068963126,W2112896229,2014
W2068963126,W2073965571,2014
W2068963126,W2121418890,2014
W2068963126,W6629822234,2014
W2068963126,W1990995255,2014
W2068963126,W2140910804,2014
W2068963126,W2137098597,2014
W2068963126,W2106738877,2014
W2068963126,W2056273964,2014
W2068963126,W2293398899,2014
W2068963126,W6676435320,2014
W2068963126,W40549020,2014
W2068963126,W111805448,2014
W2068963126,W1968619893,2014
W2068963126,W2067752346,2014
W2068963126,W1499517307,2014
W2068963126,W2110418404,2014
W2068963126,W2165351402,2014
W2068963126,W3020919415,2014
W2016428601,W2043649979,2014
W2016428601,W1552495750,2014
W2016428601,W1986533012,2014
W2016428601,W1556472699,2014
W2016428601,W2062937620,2014
W2016428601,W2138199375,2014
W2016428601,W2105769812,2014
W2016428601,W3144904622,2014
W2016428601,W2044163504,2014
W2016428601,W4242399520,2014
W2016428601,W1985985406,2014
W2016428601,W1989795594,2014
W2016428601,W2157316473,2014
W2016428601,W6684819708,2014
W2016428601,W6681571899,2014
W2016428601,W2167482691,2014
W2016428601,W6676026542,2014
W2016428601,W2124574573,2014
W2016428601,W2084939613,2014
W2016428601,W2055550250,2014
W2016428601,W2124937264,2014
W2016428601,W2055849881,2014
W2016428601,W2144544802,2014
W2016428601,W1526644211,2014
W2016428601,W2001319512,2014
W2016428601,W2044873506,2014
W2016428601,W2129086861,2014
W2016428601,W2037746522,2014
W2016428601,W197507121,2014
W2016428601,W2153490111,2014
W2016428601,W2105883975,2014
W2016428601,W2004384355,2014
W2016428601,W2021129827,2014
W2016428601,W6631525190,2014
W2016428601,W2119111481,2014
W2016428601,W2082350117,2014
W2016428601,W2051088039,2014
W2016428601,W2133576408,2014
W2016428601,W2039540101,2014
W2016428601,W2037133710,2014
W2016428601,W2074329842,2014
W2016428601,W4237927924,2014
W2016428601,W2116153763,2014
W2016428601,W2156980556,2014
W2016428601,W2013627100,2014
W2016428601,W6664595527,2014
W2016428601,W2171575586,2014
W2016428601,W2111495777,2014
W2016428601,W2026506423,2014
W2016428601,W2158804744,2014
W2016428601,W2149472792,2014
W2016428601,W2167361714,2014
W2016428601,W2062779075,2014
W2016428601,W2098072631,2014
W2016428601,W2135415614,2014
W2016428601,W1983592716,2014
W2016428601,W6611485066,2014
W2016428601,W2060406328,2014
W2016428601,W4236539443,2014
W2016428601,W6608070416,2014
W2016428601,W1965746319,2014
W2016428601,W4210297234,2014
W2016428601,W2101108264,2014
W2016428601,W2158453355,2014
W2016428601,W6629329278,2014
W2016428601,W6600021472,2014
W2016428601,W2152621157,2014
W2016428601,W2033525277,2014
W2016428601,W2171612826,2014
W2016428601,W2011430131,2014
W2016428601,W2149509417,2014
W2016428601,W2057682468,2014
W2016428601,W2022892561,2014
W2016428601,W2153039146,2014
W2016428601,W2133296809,2014
W2016428601,W1976160686,2014
W2016428601,W2096814473,2014
W2016428601,W2025394193,2014
W2016428601,W6629482609,2014
W2016428601,W2160854065,2014
W2016428601,W6643995050,2014
W2016428601,W2145640629,2014
W2016428601,W4255692800,2014
W2016428601,W2111347866,2014
W2016428601,W2128712108,2014
W2016428601,W6602833434,2014
W2016428601,W2147468287,2014
W2016428601,W4239035239,2014
W2016428601,W1493217831,2014
W2016428601,W2057444996,2014
W2016428601,W1546650522,2014
W2016428601,W1594453896,2014
W2016428601,W2204046574,2014
W2016428601,W3023187719,2014
W2016428601,W2002263028,2014
W2016428601,W2149874318,2014
W2016428601,W2034694694,2014
W2016428601,W199456390,2014
W2016428601,W505143,2014
W2016428601,W1537336823,2014
W2016428601,W70954336,2014
W2016428601,W2145646037,2014
W2016428601,W2036328877,2014
W2016428601,W1529733883,2014
W2016428601,W1494068537,2014
W2016428601,W2157559305,2014
W2016428601,W2504829889,2014
W2016428601,W2171381161,2014
W2016428601,W332631469,2014
W2016428601,W2105685244,2014
W2016428601,W3149637534,2014
W2016428601,W4285719527,2014
W2005542222,W2129270900,2014
W2005542222,W2067497598,2014
W2005542222,W2002732987,2014
W2005542222,W2001292406,2014
W2005542222,W6684537499,2014
W2005542222,W2069422636,2014
W2005542222,W2125840308,2014
W2005542222,W2100613188,2014
W2005542222,W1971441866,2014
W2005542222,W2167054062,2014
W2005542222,W2129449798,2014
W2005542222,W2121511513,2014
W2005542222,W2079647943,2014
W2005542222,W2053885966,2014
W2005542222,W2143308546,2014
W2005542222,W4300349486,2014
W2005542222,W2153940791,2014
W2005542222,W6632095372,2014
W2005542222,W1541210462,2014
W2005542222,W1970352604,2014
W2005542222,W6636444237,2014
W2005542222,W2271454439,2014
W2005542222,W2136434791,2014
W2005542222,W2039917794,2014
W2005542222,W2106317998,2014
W2005542222,W1631513913,2014
W2005542222,W1536545462,2014
W2005542222,W3148013429,2014
W2005542222,W2496323672,2014
W2005542222,W3099514962,2014
W2005542222,W4231252592,2014
W2005542222,W1536091370,2014
W2005542222,W1597302478,2014
W2005542222,W2166947480,2014
W1974061452,W2166183959,2014
W1974061452,W2124145056,2014
W1974061452,W1964811435,2014
W1974061452,W1600230180,2014
W1974061452,W6678386165,2014
W1974061452,W2020934359,2014
W1974061452,W2023883777,2014
W1974061452,W2041782669,2014
W1974061452,W2065663378,2014
W1974061452,W2161587450,2014
W1974061452,W2168169496,2014
W1974061452,W2128837676,2014
W1974061452,W2056638635,2014
W1974061452,W6630675754,2014
W1974061452,W6633582560,2014
W1974061452,W83801381,2014
W1974061452,W2021705019,2014
W1974061452,W2118269922,2014
W1974061452,W2062037128,2014
W1974061452,W2003863309,2014
W1974061452,W2163213996,2014
W1974061452,W6675130837,2014
W1974061452,W6641395442,2014
W1974061452,W1607635451,2014
W1974061452,W4210813334,2014
W1974061452,W2072699031,2014
W1974061452,W1939649909,2014
W1974061452,W2123517900,2014
W1974061452,W2000869261,2014
W1974061452,W1989750313,2014
W1974061452,W2111314586,2014
W1974061452,W1977949265,2014
W1974061452,W2153207204,2014
W1974061452,W86213483,2014
W1974061452,W2101823987,2014
W1974061452,W1988726303,2014
W1974061452,W2081315591,2014
W1974061452,W2100946521,2014
W1974061452,W2123097133,2014
W1974061452,W1965787203,2014
W1974061452,W2210387432,2014
W1974061452,W1527768716,2014
W1974061452,W1564798220,2014
W1974061452,W2099111195,2014
W1974061452,W2107220720,2014
W1974061452,W1514900972,2014
W1974061452,W3126367302,2014
W1974061452,W1553193704,2014
W2066055496,W1992765891,2014
W2066055496,W2157887077,2014
W2066055496,W52809394,2014
W2066055496,W1970024727,2014
W2066055496,W2108843124,2014
W2066055496,W1992743299,2014
W2066055496,W2065154210,2014
W2066055496,W6630234491,2014
W2066055496,W2058203255,2014
W2066055496,W1987135115,2014
W2066055496,W1983909484,2014
W2066055496,W2147377564,2014
W2066055496,W2023468127,2014
W2066055496,W2019966888,2014
W2066055496,W2166699593,2014
W2066055496,W2021648931,2014
W2066055496,W2073800769,2014
