id,year,total_citations
W1995613787,2017,7
W1974584593,2013,29
W2091236139,2013,9
W2053709073,2013,5
W2070626686,2013,22
W1990995255,2013,37
W2007185493,2013,7
W2057444996,2013,22
W2076866895,2013,4
W2161660422,2013,8
W2026425042,2013,2
W2166069449,2013,11
W2055794105,2013,6
W1972380482,2013,2
W2067686570,2013,11
W1999250125,2013,3
W2095459940,2013,5
W2026662997,2013,9
W1988711344,2013,46
W2088915428,2013,4
W2085103832,2013,6
W2072770403,2013,4
W1973864947,2013,1
W2087382273,2013,35
W2115408412,2013,14
W2022901213,2013,1
W2046885375,2013,2
W2001542951,2013,24
W1977294046,2013,8
W1982785963,2013,11
W1986471197,2013,1
W2056638635,2013,40
W1988726303,2013,25
W2063359332,2013,16
W2041380214,2013,1
W1992743299,2013,46
W2030846749,2013,1
W2116697164,2013,7
W2000388747,2013,5
W2084257270,2013,11
W2163213996,2013,10
W2065140986,2013,0
W2078077326,2013,5
W2009647363,2013,5
W1994178293,2013,14
W2109418048,2013,19
W2109657057,2013,46
W2091955691,2013,9
W2135638333,2013,16
W2063709346,2013,9
W2029681577,2013,5
W1992679763,2013,3
W2006329201,2013,3
W2017797123,2013,1
W2083739891,2013,10
W2092809252,2013,1
W2025981716,2013,4
W2051591260,2013,1
W1969548384,2013,6
W1990325394,2013,3
W1990840721,2013,13
W2165453175,2013,8
W2052321311,2013,3
W1986911973,2013,0
W1980209219,2013,53
W2023468127,2013,49
W1987108654,2013,8
W2073800769,2013,158
W2014964183,2013,18
W2087878135,2013,35
W2157525828,2013,1
W2144296370,2013,14
W2032161135,2013,14
W2031281270,2013,13
W1966218348,2013,9
W2015755066,2013,38
W2166365305,2013,11
W2168270139,2013,6
W2029143245,2013,12
W2046305401,2013,8
W2076608101,2013,6
W2115556748,2013,54
W2081315591,2013,28
W2050488527,2013,13
W2017521531,2013,31
W1998947504,2013,19
W2039113609,2013,9
W2048905912,2013,35
W2058878000,2013,43
W2020314144,2013,0
W2048389037,2013,11
W2023357311,2013,9
W1994354817,2013,7
W2293398899,2013,16
W2027553120,2013,1
W2088378580,2013,9
W2070042076,2013,10
W1979320228,2013,1
W2054901814,2013,90
W2134430772,2013,3
W2144936117,2013,1
W1982130806,2013,6
W2004114956,2013,2
W2154164376,2013,0
W2040100465,2013,2
W2166055070,2013,0
W2079180302,2013,3
W2040488623,2013,0
W1976652235,2013,0
W2098451207,2013,3
W2132209717,2013,1
W2154946200,2013,3
W2065959678,2013,2
W2038404944,2013,1
W1983592716,2013,4
W2007209104,2013,13
W2150927108,2013,3
W4234439578,2013,9
W1980659580,2013,9
W2161768947,2013,35
W2112777640,2013,3
W2158142242,2013,1
W2041339073,2013,8
W2061520750,2013,1
W1990779238,2013,20
W2117156208,2013,0
W2010462968,2013,10
W2023923148,2013,6
W1977400967,2013,42
W2093954317,2013,6
W2038866112,2013,6
W2913249000,2013,1
W1969625450,2013,4
W2010203414,2013,0
