x_tsne,y_tsne
-5.703901,12.491227
-22.41433,1.2862227
-17.70241,-2.143526
36.083393,5.644236
-15.825152,-7.8656774
27.810143,26.44928
26.04121,24.191679
0.4276389,18.27429
-14.924867,-3.2316327
31.798498,9.251526
-21.314394,-28.181143
-1.2158363,34.604446
-15.480027,-29.24199
-6.8429275,-21.46198
10.4952,-19.726974
-21.615767,20.208694
-11.710705,25.884676
10.376194,22.471035
9.049176,14.017239
-10.915342,23.363516
-13.695146,17.624605
-0.20835204,-1.6247042
1.6840619,-29.0951
3.6087847,32.807636
16.545753,-10.912415
21.404167,-17.000792
-10.327073,-0.9232512
-22.803677,-14.241163
-14.491486,31.434767
-6.0255265,13.5741005
14.4841795,1.9128941
28.7042,29.230682
-21.161425,3.9743056
-10.498211,35.446716
-17.195171,10.646854
-32.54051,25.443764
-22.851826,9.0091915
22.446325,12.45872
50.466213,-3.0956843
8.020736,-18.413578
-12.754112,-31.755949
8.959978,-13.929737
-7.044274,2.0706174
3.2314794,-23.516018
5.2012057,17.869492
-15.621406,10.918621
-26.585743,4.081082
17.753748,-34.195133
-22.06373,25.857443
21.727682,8.8399105
39.456486,6.6692615
-32.48517,-12.238902
4.7177486,37.19776
50.939007,-6.5637074
2.3396018,-7.2130594
-26.814932,-10.247055
-33.380836,20.826557
-26.206503,-2.9840825
47.41018,-7.356418
54.842346,-4.1694956
41.579857,2.2216957
0.46439207,38.497726
-11.653164,-24.162815
2.017424,-15.46952
-41.893677,-6.532251
7.242211,-34.609276
-10.457636,-17.3853
-16.770746,1.1951889
-2.4769444,-4.2335234
24.076813,-0.3989385
21.006077,11.50215
-27.018257,12.402039
51.92716,-3.843031
43.961082,-3.0181913
-3.1150086,15.456277
-25.976233,17.823233
-11.271668,-33.52736
12.55911,-30.046944
-8.321359,-34.437866
14.612834,7.98794
32.67384,12.7600155
-12.362734,-13.045445
41.955082,-2.5040839
40.85922,-0.65010285
-31.517265,-19.560635
-10.615036,-35.90325
-10.407689,5.564471
-20.165173,25.229662
27.594687,13.181648
-6.467141,6.762876
32.88416,24.951086
8.660195,-41.01761
0.6763716,30.260677
-39.962326,-4.4049153
-33.696495,12.269948
43.770847,-0.6675799
-30.638866,-12.248068
35.188393,19.017038
-29.90361,11.254873
-21.732508,-7.2201996
-4.7358675,-31.905457
24.265104,-2.227544
-27.513704,-17.576668
-6.5981026,23.280754
-19.572863,20.930023
9.1235,24.57668
-18.617085,27.213686
-18.235525,5.0147705
-38.0589,-0.13149062
18.025635,10.15592
45.14014,-7.1648903
7.057573,-30.434788
25.424051,9.418283
11.698285,-16.938452
-35.09231,-3.1471002
-33.00199,-4.609254
52.170887,-10.719228
4.564211,35.0328
-14.396442,-37.001846
25.283897,31.734383
44.430355,2.899475
19.81151,4.7804265
28.673422,24.493784
19.051064,11.824397
34.211765,13.437637
-31.668303,2.0142272
20.35059,-22.305466
15.468284,17.224075
37.73221,-18.284622
23.851475,-22.045609
39.355206,-18.497631
11.665409,-39.848392
-41.008198,2.1626682
2.3374133,-4.929182
17.96227,7.2297683
-28.982237,24.099068
16.121939,-13.091511
0.9773607,-12.730791
44.079483,-8.795753
24.324844,6.8487277
21.238495,-19.78625
42.983395,5.0262127
48.654896,6.923184
-29.554893,16.36528
4.9600673,-32.819427
31.821125,-10.117883
-35.001045,-1.2848805
38.91639,-6.47715
39.360317,-11.357808
28.122978,-6.827734
-11.698636,12.809568
7.3914514,-6.6124372
-13.726724,8.077241
5.410504,5.046277
-30.376717,21.53207
10.266051,-44.22159
39.066154,1.660624
3.6763525,-26.755207
33.273663,-10.278671
9.767263,-33.1723
-36.136402,10.718928
-15.238198,0.87620896
-21.09282,-22.341715
-34.662395,2.484466
-23.537844,13.507731
38.640957,-3.9828606
38.082382,-10.135664
-28.223625,-15.01082
-24.975183,21.012066
-22.462431,-10.128261
6.689731,-26.60882
0.23713233,-35.016388
8.011939,-24.662642
10.435601,-43.182
9.168427,-6.0829186
-5.1950154,-30.086226
-0.89236933,-18.742123
4.8744435,-7.101748
-36.374508,-2.6426847
-18.445614,-17.78503
41.690506,-11.935317
-13.307835,-11.988419
-36.82299,-1.0435783
2.8310974,-33.019554
26.39604,14.404057
9.701769,-5.8706
-28.251732,-16.315588
-20.114021,29.20171
8.488494,-28.421944
2.6379771,-36.816254
38.428658,-3.8702571
42.66254,-12.289614
7.8745904,-24.868622
4.9220896,-36.41314
6.6208134,-0.101130225
24.058628,-17.597107
-17.066608,3.560812
0.078709766,-19.262444
-21.035276,12.110727
22.767319,-13.2525835
-1.7561234,-19.195833
-34.959866,-9.669112
2.1317327,33.022587
8.052793,-43.659866
3.4459693,5.102618
-19.810133,16.13813
-25.35822,7.3608637
-8.537546,-10.28459
4.3119807,-28.618065
-33.955425,-2.0522285
39.220222,-11.3661175
-22.99921,5.995888
0.4472456,38.50155
11.369413,-39.615707
26.36968,24.099424
-11.781157,-34.584087
-11.570569,-15.360102
42.81722,-2.9425936
-21.435492,-0.34927675
-18.379887,27.10214
-2.695508,33.155544
-21.883053,20.134003
-6.9997697,23.826326
-17.345013,2.932806
13.877352,7.679483
25.228355,31.779158
27.549969,26.527792
-32.85209,26.166754
-14.627621,-30.592363
-31.381783,-10.849143
-36.66661,-0.7298995
-14.553,-29.661716
3.2048354,5.2547565
2.3677027,-5.7708597
2.6368732,-25.62637
-26.53171,-9.650334
-39.78121,-4.3651066
-22.22289,1.2481608
-7.689636,1.5897309
-15.327754,27.108093
-10.692246,36.000877
16.886883,-11.29777
-15.875663,30.44549
-9.895251,-16.483938
4.175534,-32.915253
-8.469234,2.7937336
-10.13383,-34.25388
-17.89851,-2.2220461
22.84751,-13.74945
27.791363,22.811527
-20.58404,-28.452173
-13.823884,32.522755
9.2291355,13.536439
12.469465,-27.443743
-27.888071,-9.657412
-33.505943,20.907215
-23.035692,9.174284
6.6506634,-0.09331199
40.66281,-0.6189617
-10.599647,-17.116951
-33.015064,26.758894
-13.848545,17.74825
3.2424736,-23.447634
-10.642208,35.875233
33.14092,11.85595
-11.805526,-33.671577
-34.22046,26.060421
-33.147076,12.133675
20.817638,-17.933159
-13.633967,-24.895449
-16.409191,10.874967
45.94929,-7.36262
-12.350046,-32.45263
-10.506965,-1.0368105
50.33962,-2.963843
1.3844284,-30.93335
5.544501,17.499483
-9.143164,-33.767002
-33.313293,20.916304
-10.36146,36.201653
-9.68831,-16.954914
-32.88757,20.466991
9.732078,14.105839
55.121464,-5.2444773
-26.584415,4.176335
1.7584416,-29.664005
-0.61698127,19.365723
37.658638,-19.311316
-10.436219,35.50039
-14.53349,9.663335
5.201722,-29.015772
-0.7919669,18.936762
52.88553,-10.674642
-17.419533,5.137186
34.656437,13.412771
-26.36511,-11.773048
16.270384,6.432058
24.698149,24.39527
-2.6298068,15.408105
17.762001,-34.1907
-21.383362,-28.145216
-35.184937,-4.7636075
31.933205,-10.141571
22.199419,-15.477478
-17.26896,10.658894
-40.501064,-3.402365
3.72078,32.78181
17.762846,-34.19293
-20.030401,3.7897453
-8.21665,23.047672
-15.632155,-3.8167796
-37.048416,-1.6114717
-39.831932,-4.641422
-34.97306,-9.665012
2.9114163,-29.971869
8.029568,-41.104946
-31.264297,-12.790385
-36.140297,10.720538
4.7930975,37.26637
-37.720585,-1.9559811
11.371445,-40.02261
6.6074185,-30.397902
-21.00371,12.102375
-25.007376,21.126923
1.0460961,-1.146551
42.908783,-12.366551
-7.9278917,-33.167202
-32.495632,25.892254
-23.124075,3.2314935
14.521609,1.5439348
-7.362538,1.341034
-34.802887,19.72392
1.642987,-35.109325
-33.68299,20.723204
7.1085944,-25.92503
-11.696956,12.809152
11.68367,-40.15779
5.703788,-31.738562
3.51604,5.68558
19.64778,-15.74966
-21.199608,3.9990737
-33.786198,11.605647
-13.727883,8.106891
-34.61646,11.4366665
-23.66612,11.039753
-2.2751353,14.162553
2.7689984,32.99209
21.52337,-17.830408
-11.300394,26.357723
-7.8752007,-20.443642
-24.908451,8.990611
-25.149649,-6.142614
-10.8654785,-18.701555
-10.515765,6.161648
9.683333,13.483302
-15.533033,10.872675
51.78417,-2.9525988
5.7328415,35.741188
-8.345303,23.573172
-8.988361,0.69322336
-9.087543,-8.687552
-19.586966,-15.174624
25.309727,31.714851
-28.304655,-16.349323
-14.709071,31.381214
-10.493327,-17.767977
4.1014843,-24.600832
-9.486721,-2.1596658
-21.307789,28.326853
-21.730429,-10.903318
-33.712345,-12.197073
43.651806,-3.1493278
-31.722355,-12.33999
14.3065815,7.584686
5.3415017,17.552683
43.755608,-0.69304097
-7.153633,-10.912912
28.109945,29.667616
-15.755095,-30.526209
26.502144,30.42455
-11.806344,26.370796
-16.44349,1.1359744
-16.015265,-29.051525
-7.4473696,1.3717804
-7.2879066,-12.545147
34.245167,13.907037
0.47454306,-13.027794
-21.021679,22.863218
-9.90689,-34.322685
-34.659496,2.4950929
16.780409,-10.862911
27.973406,26.647333
25.934582,24.288652
6.0120716,-29.791426
52.749622,-10.590357
-2.1306999,19.90435
8.990632,-18.963364
8.039448,-18.429388
7.300548,-34.619953
-12.977272,22.591076
-15.436645,-29.258959
-14.892796,-30.122038
-13.04947,2.568835
0.12542258,-19.280571
-11.406494,-34.539337
31.64201,9.212649
-2.436411,-4.3228397
-7.471451,-32.628765
31.874,9.484973
-29.804245,-14.270039
-17.012302,3.5657625
-20.652323,-2.4453297
41.807438,-0.21522443
-14.763719,18.331907
4.9072857,37.266544
4.6275625,36.360134
-18.031994,-2.3675344
-0.34232473,-1.4692622
-8.747666,0.5622351
-12.86356,16.991877
-27.87508,3.3549316
-14.626762,-36.95198
13.592093,-0.37161577
10.478559,-43.28212
-35.367268,-0.6940719
9.604916,-31.312267
27.974386,29.79728
-22.523945,-9.47226
-1.1422424,-5.309455
-24.48958,3.2545173
12.186701,-39.7419
43.61756,-0.7410536
-21.54988,9.014058
35.53789,19.482954
-12.002482,-4.6671233
-35.56567,-1.8015851
20.1138,11.946296
23.49369,-13.439012
12.587505,-30.226898
38.79797,-19.025927
-33.149117,9.852612
35.109505,19.058252
0.6563311,-31.729116
-36.45289,-2.749744
-19.285858,0.48585093
2.6097908,-36.784626
-41.977077,-6.6022716
2.0680227,-6.9522834
-22.396534,-10.170827
-17.295559,-18.04951
3.6381204,-7.0235543
-39.402874,0.8153478
9.834801,-41.940258
3.4684236,34.436016
-5.0806947,-30.65196
6.18927,-30.173767
-38.100777,-0.052983887
-8.182826,-10.150257
-37.40324,-1.0436606
-13.164974,-33.71372
2.5638256,32.29821
9.981054,-32.485634
5.012541,-7.5706263
-35.526997,-1.1637343
22.783766,-17.325705
-36.475677,-0.31520104
-10.815868,5.7735915
51.436638,-3.0002773
-26.454388,-10.431448
-33.94953,-0.5566612
-41.039425,-5.8248754
34.045982,21.749218
-7.879406,-33.01983
32.52963,12.754918
-36.611767,-1.6569886
-8.423524,23.254753
-22.734024,8.961548
-7.877212,-12.004124
1.3495183,-12.143458
4.6104546,36.0303
12.2679205,2.1855605
29.1388,29.52266
54.96011,-4.662904
-21.583128,-22.448145
-10.55403,5.523745
27.353098,26.620165
-22.01008,-28.197437
-6.9503055,1.8848928
-27.8643,-17.109653
3.0672634,-23.717417
26.85651,24.039812
1.192621,-13.998407
-14.771615,18.360739
44.42998,-5.677498
21.970497,12.080922
