x_tsne,y_tsne
6.5761933,-17.128668
-1.7143152,0.57884157
38.272606,18.331203
-33.255196,16.679707
-37.370316,8.596767
-24.121857,7.6407022
0.031413406,-2.2250435
-32.15728,3.624373
-2.3649218,16.276869
19.416555,-9.907795
-33.59103,-1.6448629
-19.78835,12.019935
-19.20398,14.430249
-2.7990255,-21.498358
-38.60506,-1.777281
-35.93525,1.4962981
0.60293365,-7.117345
-31.82389,8.952669
-35.01138,0.61004806
5.685858,-20.970747
40.276783,19.815159
-34.19767,14.355563
-29.294792,-1.1419473
11.119165,-21.251707
-8.067765,-9.102202
-27.200281,18.676685
14.182929,-10.139621
-3.3924837,-6.25667
-24.290316,14.699474
-44.52835,-5.003751
-39.796524,-12.732541
-20.832375,16.013714
0.6996074,-0.033775248
6.5352316,-26.146795
-21.99596,-10.945817
7.804217,-25.046322
-40.733585,-7.348849
-25.495007,-9.923747
-34.44293,2.1997523
-12.9564,-16.033113
-21.077667,-16.577831
-15.974828,-17.5068
-18.027805,-25.088194
-33.880623,-4.8580675
-43.021194,-7.158795
-34.979507,1.0583042
-29.578808,18.489212
34.40829,21.305862
-31.697227,12.600021
-34.944767,19.676712
37.898155,22.710463
-40.865093,1.8313013
-21.957693,3.1466162
-35.164867,16.067438
2.170677,21.648512
-24.451803,-15.988928
34.762287,6.974359
35.43422,22.274708
17.688538,-16.973646
-24.429758,-16.014091
-0.026901003,-23.316784
-32.636395,18.147045
21.058598,-3.93238
16.488956,-22.159342
7.214664,-2.6638718
15.830293,-14.259357
18.379457,-20.793901
35.92319,-20.811457
46.204685,1.4827332
28.501677,-9.449258
37.621925,-16.351746
44.528645,6.6920176
9.042743,11.877732
31.41993,21.812807
35.564053,22.295547
13.336422,-0.5474826
24.636848,8.112933
11.38763,15.257705
41.092525,14.242378
23.245064,19.117807
18.268955,14.06175
22.052906,-17.18382
46.411053,7.1217546
30.678308,12.072691
22.067556,-4.7302437
-18.153019,1.5899205
19.863886,-5.245501
45.072147,19.319695
19.64471,5.9657803
39.942722,-16.10675
40.241844,-7.084349
25.617502,-10.889075
27.556576,19.381054
7.8660254,16.007486
15.925625,17.524878
47.421207,1.445323
5.6802783,2.9420574
25.851622,3.7318478
19.66935,-14.419962
40.344814,8.739064
34.1084,-17.170141
30.315346,6.55247
44.899334,13.228309
27.39385,-6.1452227
30.027723,15.99364
22.671234,11.3304615
23.223381,-12.351633
-28.473377,12.895085
11.874076,-18.350983
19.721096,-15.151611
18.28366,9.542364
17.299412,-3.7023427
39.592426,7.1812844
34.985878,18.639894
23.425634,-8.3484125
-14.839983,-19.317179
36.40625,18.398485
-2.9846706,7.408387
-9.719493,15.280477
-5.6718984,5.71917
-10.801332,13.781553
-18.854687,8.233592
-9.419205,-18.219017
-10.922655,4.6443415
-6.824093,9.915661
-23.745583,-3.6588528
-15.446887,7.457338
-16.206184,8.502842
-5.6917944,3.519424
-20.206985,23.303679
-12.987118,-18.268213
-3.4528215,-24.079002
-27.602013,1.6817757
-5.7047706,-12.001125
-6.986382,-1.3570371
-8.382243,-29.502047
-31.329283,20.856129
9.300849,-21.875336
39.553562,-1.5858234
26.749664,14.614799
-29.864344,-7.909222
36.982864,-10.693121
30.148342,6.603758
-30.200136,16.61847
35.530243,-7.0780196
-11.509304,6.613012
38.30026,-15.594398
43.37327,24.309467
-10.716513,10.238448
-6.890349,-15.224108
23.827566,-5.0948005
42.1643,24.313242
-24.375875,-20.300585
36.919037,-2.8690085
-17.972376,15.553767
-11.635794,-28.974953
-16.04367,-13.693185
36.965385,12.054298
-37.17434,-5.804973
9.846624,-12.005663
21.606674,-20.481655
-29.120026,19.977924
-12.434909,-8.3618555
-26.301888,-5.9043136
-11.379529,-12.8618765
41.735657,3.6974509
26.583025,0.18881156
44.958187,11.103608
-12.328979,-20.032717
4.528507,-1.6362139
-10.037941,-1.84789
37.573135,18.604868
0.9621985,5.630394
-1.1427532,-1.9994968
-4.280545,8.021488
-3.5618162,9.8393345
-11.435105,3.3437464
35.497776,21.446432
-7.2244844,7.806811
4.040164,-5.37344
-2.0059972,9.031166
-15.854138,17.387527
-14.838101,12.496868
-35.711113,11.253884
-26.329102,9.990302
-1.9363183,0.46014756
-29.051529,12.123023
-24.159708,8.392414
16.906258,-9.976453
-42.005527,-5.446818
-37.748135,8.464438
-0.46943122,-0.13273463
-40.277237,-7.085411
6.6479864,-16.362324
-5.8202443,3.8484323
-3.451382,-6.233911
-34.46277,2.2079117
-35.158596,6.203456
-41.01723,2.1872084
5.8019795,-21.574886
-34.012295,-2.791268
-2.5175524,-5.101298
40.251804,19.802671
-39.235085,1.2633615
-38.735996,-1.5744292
-25.402328,-3.7032268
26.439198,0.39401966
-35.757412,19.608063
21.885553,-17.140318
10.370036,-21.96816
-33.180305,14.890652
18.408035,-21.143518
-35.123276,17.536768
19.957026,-5.2249126
24.30551,10.81351
35.512165,-21.28538
45.06744,19.319271
41.301807,-1.6200018
-35.742973,19.546751
25.23974,5.189616
22.55229,-16.134315
6.6871,2.6772664
43.984116,14.797984
43.963493,6.9951153
21.600447,-17.558584
11.933218,-16.8415
29.663872,6.856552
-31.904518,19.02625
23.299528,18.249592
44.866493,6.08057
23.827913,18.380083
25.138557,13.17635
-6.034581,3.1026917
-3.8993938,8.488652
18.118624,9.0731125
-14.983869,-19.537886
-10.74076,10.272424
-41.80022,3.4516652
-40.752716,1.4617255
-7.5259595,-7.272434
26.237438,0.6417163
-2.9009356,7.4294677
-29.942963,-8.407916
-31.654781,-1.1005274
-33.71996,-4.9674277
7.818363,-25.182783
-24.632067,14.610513
5.265368,2.4871643
-28.402788,12.747827
-8.891287,14.11247
-26.96919,13.868411
-5.9496074,-24.974382
-31.674385,9.13544
-4.0493336,3.0725877
-14.963912,12.403094
-5.0353394,-12.543902
-10.304411,14.436874
7.969783,-21.061792
-33.675278,-6.7012596
19.53089,-6.861241
44.90406,14.017334
-41.512646,1.1492015
-11.393044,-13.31199
11.889565,-17.148542
24.023365,12.424776
40.647293,-1.233055
42.46171,14.251226
43.66611,14.314115
-31.976295,-6.75272
26.994303,0.631978
-41.714184,1.4015048
40.94663,13.530852
17.332563,-17.041525
-15.727667,17.612022
