x_tsne,y_tsne
2.665666,18.03925
-4.6650825,-3.7947032
21.470371,-15.810768
34.503654,-0.8222346
1.288515,-13.590341
0.8805127,4.2431087
-3.861069,-7.028996
6.447896,-9.676591
2.3374224,-22.677122
14.084826,7.917619
-31.417217,-0.5066336
7.513661,15.282473
0.37406206,5.2789073
21.739424,-0.5202335
3.5875452,15.243187
1.3298081,24.010685
-3.587394,26.401426
15.287084,-18.155603
-6.01757,23.592676
0.98733807,14.878278
6.4131446,18.315758
32.15197,-3.4702463
-5.3471413,-2.175551
0.043669082,-15.066703
24.670921,-1.7834442
-33.35999,-3.472672
18.43814,-0.8164089
4.3434534,20.580086
-0.91090614,10.688457
-3.0519338,7.6383333
13.417405,4.544165
14.675937,-6.0397243
24.572147,4.0284677
-9.25991,19.348745
28.098608,1.0469153
8.839978,-4.798116
-9.941041,-19.971045
-7.769366,4.5463133
-3.2753727,-7.839011
-20.69602,-13.063948
-2.0921605,29.799875
-7.176348,10.783522
-7.807593,11.979552
29.10362,-5.368962
18.444979,-12.038293
6.2523704,1.2752496
2.9340374,-9.193349
26.587912,0.92594653
25.621008,-1.7828659
22.247324,-4.552323
-2.8957376,-6.8795815
23.918083,-11.462806
-1.0977436,17.392008
-0.112929836,-10.345686
-1.9891846,-11.696919
4.1981525,-4.459253
9.722501,-8.246473
-7.8995733,7.386848
5.52204,16.233164
15.531717,-10.924823
15.349885,-22.40947
-19.050505,4.6887817
-9.135151,-21.580435
2.6541662,19.816755
4.251905,26.340784
-6.5244164,-20.524529
16.77648,-19.076214
19.7524,-14.868518
0.08942821,-18.513872
-1.8169756,-0.76068103
-3.6120074,21.209402
6.1252894,-18.099777
13.752205,12.215152
7.2558455,17.691856
-2.1446788,12.397167
-12.003694,14.420123
-14.529325,-13.155447
3.86805,17.913103
-13.622614,-18.80042
25.472301,-5.1695285
25.403475,-0.77891415
17.926357,-6.004605
-26.274998,-0.6920828
-5.754499,-21.56578
-15.360434,-7.660603
-27.089449,-2.6394353
-22.60514,-12.615322
-31.699299,-6.133652
-14.555758,-18.215252
-15.285632,-17.457603
-30.37292,-2.8848321
-25.178244,6.6209702
-21.096994,-16.018393
-12.019174,-9.526483
-24.518436,-2.6115205
-26.984266,6.306504
-30.581821,-4.6699286
-17.416307,-6.7868943
-16.919308,-14.45768
-21.441954,-8.768156
-15.046451,-2.1867173
-21.599451,-13.539368
-12.674355,-9.927275
-11.518321,-11.946057
-22.379519,-1.1268362
-9.02398,-11.399893
-22.52006,-4.3347864
-25.090836,9.013715
-26.29368,4.713995
-15.946703,-4.8202105
-24.729624,4.6717715
-24.32578,0.8321406
8.683889,-0.65620774
-9.3012,23.954111
-26.357769,-4.419546
-4.0002484,-16.384825
-4.303738,11.270342
20.693947,-8.947291
-12.896935,-20.277645
21.969759,-8.27179
-1.6350746,25.337454
-27.876383,3.2710433
14.991611,-0.13001859
19.849037,7.9513655
30.709673,-4.872372
19.44495,-6.4360337
1.9662743,-16.582928
14.958726,-8.406538
7.5365415,-0.55858934
-4.1540337,17.895926
-24.389282,-4.843029
-26.79197,-9.971393
3.8106697,-6.918937
2.1030664,8.024233
-8.522096,9.557154
20.92893,-7.796507
30.001926,-7.7461734
-29.142706,-5.576976
-20.437796,-11.368434
24.052801,-8.189543
-4.067649,15.781343
-21.106739,-0.6984823
-8.263074,-19.436403
-25.23098,-13.49256
-5.3630753,-12.958922
21.573267,-11.502902
-11.742791,-18.722248
-8.33661,-18.716652
-28.596949,-3.870436
-1.8729947,30.10037
1.0729128,-17.937954
-3.4842339,15.336905
-5.473973,-2.0868042
3.7602646,-6.9513445
7.385489,-0.81776583
-4.259983,15.431772
6.885431,-10.438912
0.400648,5.2183332
17.679861,-1.7481967
-29.990934,-3.2591622
16.476955,-7.7526855
13.279316,11.794454
18.469685,-12.124832
21.222857,-16.30817
-2.0712385,19.456093
17.99368,-5.6410556
22.20454,-0.031711128
18.977802,-6.8849626
26.690521,-5.3863015
28.636587,0.7136018
-19.499527,4.3720956
2.661383,16.761993
25.335705,-2.2683656
1.9856024,-15.147442
-9.199466,9.844431
24.522928,-4.2405424
5.0948567,26.437496
25.74845,3.9340436
-3.9817529,-16.374104
6.550101,-8.958677
3.282361,19.415709
-4.236492,23.016161
12.4761095,7.8174505
-3.565057,23.660238
-2.4177184,18.738388
-2.1009424,-0.58250004
-20.568243,-16.128643
-26.178362,-10.098143
-18.145681,-7.1309986
-16.72808,-3.6366322
-22.057423,-0.21324964
-6.027882,-12.503689
-16.114262,-2.757164
-19.40597,3.9533932
-23.829433,-12.636878
-5.8736057,-11.813189
24.100838,-11.4582615
6.8253264,15.573934
29.342323,-6.3849363
4.751512,18.05107
-22.523037,-0.99421185
-7.547196,9.565582
21.507732,-8.023935
-4.951691,7.9414144
-25.087025,9.027333
19.052332,-3.2284813
7.8585896,-10.487632
-5.5896554,8.955331
-8.7801695,24.070139
20.410217,6.4537516
-18.686604,3.490175
21.729696,-6.3810363
19.67976,-1.1435114
34.54173,-0.78101546
21.10386,-10.811749
23.107273,-5.776596
15.561097,-5.6151037
23.970383,0.5834333
15.498369,-0.34884304
18.484564,-9.224488
-7.0416665,9.652771
-7.971875,10.30576
-1.0693969,-10.954389
15.701752,-18.430153
4.688721,-17.508797
-1.1313934,26.026485
6.7958345,-0.9593255
18.348072,-10.897841
-23.528778,-13.160964
-9.227228,-11.082723
-23.235237,-12.305179
-20.595959,-16.351315
-5.2774034,-11.862461
-21.52899,-8.869066
-26.310938,-8.763367
-31.01974,-0.36821496
-25.229357,-4.863608
-5.071929,-12.307667
7.1139293,-9.871632
-10.348524,9.480785
28.654928,-6.3321676
18.178999,-0.57629627
21.074335,-2.0489907
-21.817337,-10.730571
-3.1827154,20.981483
-2.4621043,-0.600624
21.095655,0.96815056
9.745454,-8.232813
-6.413171,-20.28926
-28.338053,3.7125747
-4.5558167,20.196749
1.191636,24.610016
8.28563,-9.8061075
0.47714388,-10.285539
2.151957,8.031365
21.694374,0.48328105
2.2927146,-13.725364
-1.0719247,25.955168
14.823986,-8.421325
13.798179,7.4181247
21.051968,-0.4641586
24.653913,3.4882188
22.190659,-15.737062
16.855959,-6.78633
4.8882995,15.767802
13.195853,12.420462
13.728255,8.472362
-0.6624556,10.505738
25.630978,4.5662913
20.561068,-6.4607167
1.7560803,-14.0213995
-26.324982,-0.47750854
-3.4701145,-11.945876
-21.856728,-11.654752
-26.293558,-4.9855213
-15.462515,-2.0241663
-23.00777,-13.908076
-15.694412,-4.0897574
-15.065627,-4.6807337
-21.764936,-1.326217
31.446983,-3.9276543
28.502254,1.593109
25.465683,-4.635077
-5.2965636,25.185118
-2.7738607,26.916462
22.007162,1.0961822
15.087985,-11.493261
-2.1892812,-11.756559
2.4632297,25.618261
7.2782283,-8.780438
28.118437,1.9388604
7.5204883,17.732239
17.762526,0.43529907
-6.867098,23.593113
2.863968,-9.25766
26.911963,-5.081114
-17.462717,5.0601325
19.292238,7.1181746
19.65861,-14.947537
28.673037,-5.3564076
12.785128,4.228035
32.083958,-2.7627208
-26.080389,-5.0722494
-18.386253,-6.572431
-25.972887,-9.922022
-18.364262,3.9191432
-10.156663,-11.807531
-11.386045,-12.141436
12.771082,11.956117
14.770507,8.41975
-4.1777453,27.69251
-4.325517,27.280436
-27.138372,4.131463
1.1569737,15.3324795
-0.57611847,17.709455
2.7596693,22.432243
-0.18241304,-9.995636
24.259506,-8.169986
5.7316327,-17.510454
24.877787,4.6547327
-16.732227,-13.846258
-6.584918,8.412513
13.985364,-6.018701
-3.2122386,7.911919
6.0487823,-17.576553
3.9737473,26.435587
0.64871067,-17.702438
0.70077395,23.615086
16.06608,-12.050879
7.8660536,-16.787443
-9.878546,19.30002
-17.241056,-5.4998693
-31.854689,-6.2842665
14.538206,7.110848
2.403916,-16.504938
-24.623217,1.2018373
-3.7111626,17.177107
5.530733,-18.521803
-3.350901,-7.9221416
1.7782035,25.78038
4.760864,17.34959
7.781702,-9.21783
-5.7557726,13.818506
13.697826,5.9993963
6.215414,1.3675511
-33.5172,-3.4520316
-28.325665,3.2801566
-2.2874389,16.495445
6.120238,17.468056
-2.7684944,25.858328
28.930723,1.5973828
-0.23628823,6.528031
-4.481137,21.327969
-24.550213,-2.465275
-19.736685,2.6573486
-21.314514,0.9682665
-9.009566,-11.674312
-31.458548,-0.21325703
-1.2386642,22.453886
-2.5882144,28.744196
-2.5518725,30.52268
5.144852,-4.7661386
-3.3945193,27.585869
0.9409382,18.045639
22.776339,-11.653457
2.9804435,15.26831
0.5123824,-18.656845
6.1008782,0.007867754
32.525433,-3.0598059
25.33149,3.4865422
-2.8976014,11.896365
-3.7526526,20.544611
0.6023106,-14.292707
14.959256,7.7257285
-0.9813158,15.146159
-18.152334,-6.225204
29.699734,-6.0837083
17.94635,-1.8585088
-22.758295,-13.464984
14.759961,-23.029812
1.0693396,-15.570253
-5.432811,9.409433
22.573057,-9.696868
-3.345359,10.784879
2.340979,-22.692652
-3.5367785,10.675237
2.236139,18.202448
-20.281258,-11.295724
-30.552868,-5.539115
-9.388212,19.447659
15.6531315,-11.156292
-16.778217,-4.086933
15.460545,-22.867857
-14.556681,-13.17729
5.0598645,-4.741561
17.405815,-0.92953235
-5.067259,20.41737
-7.7602253,4.4827895
14.838488,-22.40576
-1.1460019,11.702757
5.5696845,2.663691
-7.932465,5.6472597
-15.859772,-13.70668
1.0768222,-14.98867
-4.765093,-4.2432723
-8.114345,7.2487173
8.9035015,-0.61651266
14.537402,-10.978553
-15.096183,-4.075419
-27.77225,-10.883439
-29.130945,-5.5448427
-26.364101,6.0112157
19.15388,7.668138
21.793108,-16.517614
4.287189,-4.3095193
-7.2293687,24.29781
-16.816044,-13.796061
-25.22023,6.5739293
-31.999485,-3.304243
-29.83763,-2.8678632
8.792242,-4.7967715
13.256579,4.8238707
-25.025566,-11.022013
3.4252667,14.8472595
20.921001,0.104091585
19.658012,7.3571515
-2.4474196,9.2169695
-2.532526,27.540594
-3.266738,9.216106
-6.3549232,24.306297
-6.9424453,24.885542
-5.3378005,22.427015
-24.704163,0.29116562
5.4148197,19.653305
16.931501,-19.196688
9.277192,-4.76785
0.55489343,16.959179
-25.074505,0.5340762
-27.15373,-2.6229963
-5.039705,-4.167251
-12.015527,14.437107
33.157547,-3.240455
