x_tsne,y_tsne
0.43935457,14.6034155
0.99230397,14.740902
0.8690244,14.922856
0.8901196,14.787488
2.7138498,11.766054
-1.8836184,11.808339
-2.1854408,17.973913
-0.12306872,18.165998
-0.93391156,18.310465
-3.1643836,12.598045
1.8952931,18.728054
-0.068505056,15.40678
-2.8906775,19.033287
0.30291727,20.46016
-0.5776284,21.570833
1.8392289,16.329956
-1.8458722,18.688898
-2.0080059,13.750147
-2.8707743,18.330292
-0.63801265,10.632768
-3.477457,20.226522
3.8898106,13.713632
0.6931994,17.956211
3.4147274,19.732685
0.95422244,18.393942
2.6969419,11.747576
0.954626,16.743225
0.91511697,12.691147
1.7928079,12.86857
1.2135104,19.07716
-1.855492,13.019745
-2.2404404,20.440132
0.2155794,11.770828
3.8960402,17.601906
-2.020843,18.957832
1.8076257,17.729351
0.17959125,19.669188
-3.5221705,20.811619
-1.0738075,19.380457
0.06782441,13.341721
1.114121,12.307279
-1.272458,14.28501
-2.929779,14.532121
1.7753761,9.041992
1.17181,20.882355
-3.7493558,20.670622
-1.6402208,19.746738
-1.2819124,12.522257
2.5310116,13.678109
1.7108016,11.458739
-0.12610288,12.932499
1.0475628,20.080166
2.3848646,18.288172
-1.3528541,13.324943
-3.6921647,16.420885
4.660192,15.296373
-3.760566,16.303566
4.6322284,13.768848
-0.5226684,17.650156
2.809882,20.073778
-0.97272676,17.672861
4.3352532,13.935061
2.9486575,18.25935
3.3477447,18.082647
3.3628366,19.987106
1.0326992,16.835596
0.010136538,22.063616
-3.0723553,20.880909
1.7954433,9.022985
4.331741,13.952348
0.062561706,22.009394
2.2363548,20.13339
2.2683628,17.594229
-2.1229649,17.684196
2.2721393,20.123236
1.412499,21.191961
0.41060987,21.804937
