x_tsne,y_tsne
-7.7570453,8.257881
15.361662,-10.203075
1.8486067,15.089988
-5.4939523,6.4745555
-11.087332,10.908025
5.5447626,-13.14241
-10.42941,12.40966
12.657706,6.883605
20.297766,0.22270012
-0.36108574,13.837065
-8.747349,13.933064
14.413391,10.529324
5.7381763,22.735882
18.787592,-4.5218287
3.6695397,-13.312058
-3.3829021,-21.312004
8.813693,11.184892
8.605811,6.65557
15.629647,11.900648
18.126816,15.980767
7.959037,-14.995051
-12.680501,9.164059
16.74364,0.07923834
-13.869651,1.0533103
4.6782203,8.748197
-7.417184,10.558651
21.376959,4.063522
13.152005,-3.9462566
-0.27333552,-2.787258
-12.89229,10.584346
3.2931209,-3.3274093
-13.328678,1.5268561
23.221336,-3.2785103
16.060757,14.741387
-11.281527,14.497599
-3.0590274,-8.245746
22.972042,13.631707
-4.804401,12.335093
3.3237443,4.562372
-8.935839,11.912323
5.8577523,-17.819105
12.270199,7.765325
-4.5402613,1.9210954
14.732566,19.686302
4.5575733,-2.058188
-0.5079812,8.0327
-14.717913,7.2626853
0.48524585,16.384007
3.7110407,8.497933
19.224625,2.2968853
17.892584,-3.704169
12.391528,23.209692
-4.6924057,-6.542282
6.94877,18.536066
-0.674744,-16.216307
25.283926,7.3065495
-27.152725,-15.884324
24.407896,4.1687765
5.3153605,15.916052
11.669095,-0.49009767
17.144527,-9.607057
-4.7951207,17.463009
9.2555275,-10.134624
11.720506,12.038138
11.997679,2.589239
16.05434,-6.849885
2.683168,7.7228694
11.211049,16.883163
14.91716,-15.659273
12.041926,1.5879247
15.8667555,7.050765
3.6097019,21.021198
14.574322,22.696766
-1.3346993,-17.997063
10.208793,-21.868587
10.6379795,-14.525938
13.696406,-19.276735
-15.049286,10.850466
11.992696,-13.307667
-5.1685715,-16.732056
-3.7052054,-15.818447
-3.4540262,-21.655481
12.642488,-19.415466
-21.27333,-17.418032
-25.500517,-9.2089205
6.2879105,-21.184454
-3.1148882,24.981434
-10.242639,9.845829
-4.5714793,23.901876
7.9681363,3.8614488
12.159067,-17.418932
-34.45342,-11.382226
-25.084238,-7.583686
-16.726254,-10.579474
-14.568266,12.221474
-26.853817,-8.196043
-27.20115,-6.02941
-22.671598,-1.9690309
-22.22378,2.0257714
-33.38562,-1.3689753
-27.396873,-10.393896
-17.244967,7.6450524
-27.96206,-10.942285
-25.922062,-3.8507767
-30.223486,-7.9686346
-30.939333,0.3508406
-22.891932,-2.5033646
-34.13948,-8.651146
-24.814789,-11.704842
-21.231308,4.74114
-28.484911,-14.222136
-17.950218,7.2293415
-20.759378,-8.333002
-9.655397,5.4095488
-30.74492,1.3829807
-31.787199,-6.739086
-25.686731,8.474033
-24.48231,-3.4383295
-24.051216,-5.032158
-20.587826,-2.918287
-14.669824,6.1044345
-3.9160948,-8.427328
-9.345835,0.17736721
-34.587955,-4.894563
-26.462866,4.804551
-21.436386,-10.921955
-29.262674,-11.029525
-24.44614,-0.56067127
-25.521181,-2.5712974
-29.495262,4.229182
-25.73522,6.8184233
-20.382902,-17.732391
-30.316246,-6.354277
-18.730896,-9.690489
-11.521617,-3.4011304
-28.569975,-4.3382874
