source,target,source_year
W3147765321,W1991810426,1998
W3147765321,W2010472671,1998
W3147765321,W1982564642,1998
W3147765321,W2085221138,1998
W3147765321,W2014555571,1998
W3147765321,W6888546762,1998
W3147765321,W2059683552,1998
W3147765321,W2066813690,1998
W3147765321,W2026809242,1998
W3147765321,W2069726415,1998
W3147765321,W2066142344,1998
W3147765321,W2030497669,1998
W3147765321,W1981506077,1998
W2153925181,W2111204873,1998
W2153925181,W2086050593,1998
W2153925181,W1970884959,1998
W2153925181,W2066545049,1998
W2153925181,W134132120,1998
W2153925181,W1983989230,1998
W2153925181,W4285719527,1998
W2153925181,W1748744376,1998
W2153925181,W2161581092,1998
W2153925181,W2124233783,1998
W2153925181,W1490482062,1998
W2153925181,W2149167609,1998
W3140181753,W2140693291,1998
W3140181753,W4231266371,1998
W3140181753,W2293404936,1998
W3140181753,W2913772345,1998
W3140181753,W2111258217,1998
W3140181753,W1999284314,1998
W3140181753,W4244294665,1998
W3140181753,W2012824516,1998
W3140181753,W2178948257,1998
W3140181753,W1994196268,1998
W3140181753,W4205682243,1998
W3140181753,W4230163235,1998
W3140181753,W1976695383,1998
W3140181753,W1592841971,1998
W3140181753,W2295329974,1998
W3140181753,W2102100655,1998
W3140181753,W2235901111,1998
W3140181753,W2016878167,1998
W3140181753,W2155248041,1998
W3140181753,W6630601562,1998
W3140181753,W2102580565,1998
W3140181753,W6605425855,1998
W3140181753,W1561797603,1998
W3140181753,W2104470740,1998
W3140181753,W2036812736,1998
W3140181753,W1512786434,1998
W3140181753,W136700087,1998
W3140181753,W2043334098,1998
W3140181753,W1517966203,1998
W3147583786,W3148005789,1998
W3147583786,W4251741825,1998
W3147583786,W4244364004,1998
W3147583786,W2126395339,1998
W3147583786,W3143189107,1998
W3147583786,W3148803860,1998
W3147583786,W4247939848,1998
W3147583786,W2073470731,1998
W3147583786,W2125638038,1998
W3147583786,W4240558544,1998
W3147583786,W3149833144,1998
W3147583786,W3112319680,1998
W3147583786,W1979176272,1998
W3147583786,W6607399745,1998
W3147583786,W4230807262,1998
W3147583786,W2138987052,1998
W3147583786,W2053487031,1998
W3147583786,W2110891522,1998
W3147583786,W1994737374,1998
W3147583786,W2032030953,1998
W3147583786,W1550734630,1998
W3147583786,W2502080747,1998
W3147583786,W182490262,1998
W3147583786,W2965892125,1998
W2099681745,W2293404936,1998
W2099681745,W2016253605,1998
