source,target,source_year
W2099622307,W2151856059,2009
W2099622307,W2142900310,2009
W2099622307,W2170656593,2009
W2099622307,W4205380271,2009
W2099622307,W2129130427,2009
W2099622307,W2142608172,2009
W2099622307,W6696818952,2009
W2099622307,W1556056839,2009
W2099622307,W1504025927,2009
W2099622307,W2787894218,2009
W2099622307,W2157931324,2009
W2099622307,W2542965268,2009
W2099622307,W2106096171,2009
W2099622307,W4232678470,2009
W2099622307,W4244644321,2009
W2099622307,W2114856020,2009
W2099622307,W1969904397,2009
W2099622307,W2123421747,2009
W2099622307,W2167790496,2009
W2099622307,W2061804475,2009
W2099622307,W6633072044,2009
W2099622307,W2129390822,2009
W2099622307,W2135392761,2009
W2099622307,W4250776769,2009
W2099622307,W6680434193,2009
W2099622307,W1972676371,2009
W2099622307,W2139823104,2009
W2099622307,W2067752346,2009
W2099622307,W2116938231,2009
W2099622307,W2133177881,2009
W2099622307,W5787719,2009
W2099622307,W1480376833,2009
W2099622307,W4318901880,2009
W2099622307,W2127980861,2009
W2099622307,W1551898434,2009
W2099622307,W2288652682,2009
W2128086789,W2102545482,2009
W2128086789,W2113660996,2009
W2128086789,W4233757823,2009
W2128086789,W2043870933,2009
W2128086789,W2083168472,2009
W2128086789,W2029770267,2009
W2128086789,W2141679830,2009
W2128086789,W2502575609,2009
W2128086789,W2053920402,2009
W2128086789,W3145314891,2009
W2128086789,W1997067360,2009
W2128086789,W2322388873,2009
W2128086789,W2005137440,2009
W2128086789,W2101793629,2009
W2128086789,W2068959787,2009
W2128086789,W2088437294,2009
W2128086789,W2165827304,2009
W2128086789,W2118419065,2009
W2128086789,W2161509693,2009
W2128086789,W1969955555,2009
W2128086789,W2286775942,2009
W2128086789,W2051189245,2009
W2128086789,W2057546802,2009
W2128086789,W2081506713,2009
W2128086789,W2044724418,2009
W2128086789,W2163318787,2009
W2128086789,W2049577508,2009
W2128086789,W2128852435,2009
W2128086789,W2004459566,2009
W2128086789,W2132938386,2009
W2128086789,W2970362783,2009
W2128086789,W2410976362,2009
W2128086789,W1964405752,2009
W2128086789,W1574214496,2009
W2128086789,W2087401004,2009
W2128086789,W2568842486,2009
W2109911343,W6635087998,2009
W2109911343,W2107007296,2009
W2109911343,W2169901352,2009
W2109911343,W3151989094,2009
W2109911343,W2035120466,2009
W2109911343,W2149385441,2009
W2109911343,W1964310292,2009
W2109911343,W2155377374,2009
W2109911343,W49869398,2009
W2109911343,W6761791853,2009
W2109911343,W6794066544,2009
W2109911343,W6741467427,2009
W2109911343,W2039740901,2009
W2109911343,W2029480501,2009
W2109911343,W1972655527,2009
W2109911343,W2068959787,2009
W2109911343,W2130875484,2009
W2109911343,W3152441428,2009
W2109911343,W1990419021,2009
W2109911343,W2163685257,2009
W2109911343,W2100822181,2009
W2109911343,W2099439276,2009
W2109911343,W6804848170,2009
W2109911343,W2098300754,2009
W2109911343,W1972641242,2009
W2109911343,W1546610148,2009
W2109911343,W2066006590,2009
W2109911343,W2108048293,2009
W2109911343,W4300497458,2009
W2109911343,W6675749768,2009
W2109911343,W3139661953,2009
W2109911343,W6638536343,2009
W2109911343,W6660073927,2009
W2109911343,W2103368830,2009
W2109911343,W2106317998,2009
W2109911343,W4229500531,2009
W2109911343,W2327525319,2009
W2109911343,W2159116815,2009
W2109911343,W1996080760,2009
W2109911343,W2738357236,2009
